bairro,ano,obitos precoces,codigo,nascidos vivos,taxa_mortalidade_precoce
COELHO NETO,2012,4,110,409,9.7799511002445
ACARI,2012,3,111,464,6.4655172413793105
BARROS FILHO,2012,1,112,168,5.952380952380952
COSTA BARROS,2012,6,113,735,8.16326530612245
PAVUNA,2012,4,114,1187,3.369839932603201
JACAREPAGUA,2012,18,115,2334,7.712082262210797
ANIL,2012,7,116,468,14.957264957264957
GARDENIA AZUL,2012,3,117,609,4.926108374384237
CIDADE DE DEUS,2012,4,118,843,4.744958481613287
CURICICA,2012,9,119,956,9.414225941422595
FREGUESIA-JPA,2012,7,120,760,9.210526315789473
PECHINCHA,2012,1,121,526,1.9011406844106464
TAQUARA,2012,7,122,1626,4.305043050430504
TANQUE,2012,6,123,595,10.08403361344538
PRACA SECA,2012,4,124,826,4.842615012106537
VILA VALQUEIRE,2012,0,125,439,0.0
JOA,2012,0,126,15,0.0
ITANHANGA,2012,3,127,565,5.3097345132743365
BARRA DA TIJUCA,2012,1,128,1756,0.5694760820045558
CAMORIM,2012,0,129,72,0.0
VARGEM PEQUENA,2012,2,130,348,5.747126436781609
VARGEM GRANDE,2012,2,131,305,6.557377049180328
RECREIO BANDEIRANTES,2012,2,132,1343,1.4892032762472078
DEODORO,2012,5,134,195,25.64102564102564
VILA MILITAR,2012,0,135,57,0.0
CAMPO DOS AFONSOS,2012,0,136,22,0.0
JARDIM SULACAP,2012,1,137,194,5.154639175257732
MAGALHAES BASTOS,2012,3,138,356,8.426966292134832
REALENGO,2012,16,139,2333,6.858122588941277
PADRE MIGUEL,2012,9,140,960,9.375
BANGU,2012,31,141,3489,8.885067354542848
SENADOR CAMARA,2012,9,142,1414,6.364922206506365
SANTISSIMO,2012,4,143,826,4.842615012106537
CAMPO GRANDE,2012,36,144,5339,6.742835737029406
SENADOR VASCONCELOS,2012,4,145,318,12.578616352201259
INHOAIBA,2012,3,146,809,3.708281829419036
COSMOS,2012,1,147,988,1.0121457489878543
PACIENCIA,2012,9,148,1513,5.948446794448116
SANTA CRUZ,2012,34,149,3927,8.658008658008658
SEPETIBA,2012,7,150,825,8.484848484848486
GUARATIBA,2012,5,151,1524,3.2808398950131235
BARRA DE GUARATIBA,2012,0,152,81,0.0
PEDRA DE GUARATIBA,2012,2,153,607,3.2948929159802307
ROCINHA,2012,11,154,1220,9.01639344262295
JACAREZINHO,2012,1,155,263,3.802281368821293
COMPLEXO DO ALEMAO,2012,2,156,422,4.739336492890995
COMPLEXO DA MARE,2012,3,157,2449,1.2249897917517354
PARQUE COLUMBIA,2012,0,158,0,
VASCO DA GAMA,2012,0,159,1,0.0
GERICINo,2012,0,160,0,
LAPA,2012,0,161,0,
VILA KENNEDY,2012,0,162,0,
ILHA DE GUARATIBA,2012,0,164,0,
BARRA OLIMPICA,2012,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2012,1,998,80,12.5
IGNORADO BAIRRO-MRJ,2012,4,999,279,14.336917562724015
,2012,144,,0,inf
SAUDE,2013,0,001,58,0.0
GAMBOA,2013,0,002,182,0.0
SANTO CRISTO,2013,1,003,196,5.1020408163265305
CAJU,2013,4,004,412,9.70873786407767
CENTRO,2013,6,005,464,12.931034482758621
CATUMBI,2013,1,006,249,4.016064257028112
RIO COMPRIDO,2013,5,007,602,8.305647840531561
CIDADE NOVA,2013,0,008,86,0.0
ESTACIO,2013,1,009,236,4.237288135593221
SAO CRISTOVAO,2013,1,010,693,1.443001443001443
MANGUEIRA,2013,0,011,340,0.0
BENFICA,2013,6,012,476,12.605042016806722
PAQUETA,2013,0,013,26,0.0
SANTA TERESA,2013,0,014,473,0.0
FLAMENGO,2013,2,015,433,4.618937644341801
GLORIA,2013,0,016,123,0.0
LARANJEIRAS,2013,1,017,411,2.4330900243309004
CATETE,2013,0,018,189,0.0
COSME VELHO,2013,0,019,78,0.0
BOTAFOGO,2013,3,020,827,3.6275695284159615
HUMAITA,2013,0,021,132,0.0
URCA,2013,1,022,52,19.230769230769234
LEME,2013,2,023,131,15.267175572519083
COPACABANA,2013,2,024,1132,1.7667844522968197
IPANEMA,2013,1,025,340,2.941176470588235
LEBLON,2013,2,026,402,4.975124378109452
LAGOA,2013,0,027,189,0.0
JARDIM BOTANICO,2013,1,028,208,4.807692307692308
GAVEA,2013,0,029,251,0.0
VIDIGAL,2013,1,030,259,3.8610038610038613
SAO CONRADO,2013,0,031,127,0.0
PRACA DA BANDEIRA,2013,0,032,132,0.0
TIJUCA,2013,9,033,1578,5.7034220532319395
ALTO DA BOA VISTA,2013,1,034,118,8.474576271186441
MARACANA,2013,0,035,191,0.0
VILA ISABEL,2013,7,036,747,9.370816599732263
ANDARAI,2013,2,037,377,5.305039787798409
GRAJAU,2013,2,038,383,5.221932114882507
MANGUINHOS,2013,2,039,315,6.349206349206349
BONSUCESSO,2013,2,040,264,7.575757575757576
RAMOS,2013,1,041,438,2.28310502283105
OLARIA,2013,10,042,650,15.384615384615385
PENHA,2013,4,043,1043,3.835091083413231
PENHA CIRCULAR,2013,2,044,451,4.434589800443459
BRAS DE PINA,2013,9,045,631,14.263074484944534
CORDOVIL,2013,3,046,650,4.615384615384616
PARADA DE LUCAS,2013,2,047,312,6.41025641025641
VIGARIO GERAL,2013,3,048,416,7.211538461538462
JARDIM AMERICA,2013,2,049,436,4.587155963302752
HIGIENOPOLIS,2013,1,050,192,5.208333333333333
JACARE,2013,3,051,420,7.142857142857142
MARIA DA GRACA,2013,0,052,101,0.0
DEL CASTILHO,2013,0,053,310,0.0
INHAUMA,2013,4,054,916,4.366812227074235
ENGENHO DA RAINHA,2013,1,055,299,3.3444816053511706
TOMAS COELHO,2013,2,056,259,7.722007722007723
SAO FRANCISCO XAVIER,2013,0,057,61,0.0
ROCHA,2013,1,058,123,8.130081300813009
RIACHUELO,2013,0,059,108,0.0
SAMPAIO,2013,3,060,157,19.108280254777068
ENGENHO NOVO,2013,3,061,667,4.497751124437781
LINS DE VASCONCELOS,2013,5,062,485,10.309278350515465
MEIER,2013,0,063,545,0.0
TODOS OS SANTOS,2013,0,064,156,0.0
CACHAMBI,2013,1,065,427,2.34192037470726
ENGENHO DE DENTRO,2013,4,066,546,7.326007326007326
AGUA SANTA,2013,0,067,85,0.0
ENCANTADO,2013,2,068,141,14.184397163120567
PIEDADE,2013,6,069,515,11.650485436893204
ABOLICAO,2013,0,070,135,0.0
PILARES,2013,1,071,352,2.840909090909091
VILA KOSMOS,2013,1,072,116,8.620689655172413
VICENTE DE CARVALHO,2013,4,073,335,11.940298507462687
VILA DA PENHA,2013,3,074,515,5.825242718446602
VISTA ALEGRE,2013,1,075,162,6.172839506172839
IRAJA,2013,8,076,1147,6.974716652136007
COLEGIO,2013,3,077,433,6.928406466512702
CAMPINHO,2013,0,078,219,0.0
QUINTINO BOCAIUVA,2013,2,079,385,5.194805194805195
CAVALCANTE,2013,1,080,211,4.739336492890995
ENGENHEIRO LEAL,2013,1,081,45,22.22222222222222
CASCADURA,2013,4,082,448,8.928571428571429
MADUREIRA,2013,5,083,740,6.756756756756757
VAZ LOBO,2013,2,084,234,8.547008547008549
TURIACU,2013,1,085,171,5.847953216374268
ROCHA MIRANDA,2013,2,086,593,3.372681281618887
HONORIO GURGEL,2013,1,087,313,3.1948881789137378
OSWALDO CRUZ,2013,1,088,355,2.8169014084507045
BENTO RIBEIRO,2013,5,089,511,9.784735812133071
MARECHAL HERMES,2013,7,090,567,12.345679012345679
RIBEIRA,2013,0,091,34,0.0
CACUIA,2013,0,093,145,0.0
PITANGUEIRAS,2013,0,094,128,0.0
PRAIA DA BANDEIRA,2013,0,095,43,0.0
COCOTA,2013,0,096,87,0.0
BANCARIOS,2013,2,097,218,9.174311926605505
FREGUESIA-ILHA,2013,1,098,219,4.5662100456621
JARDIM GUANABARA,2013,0,099,242,0.0
JARDIM CARIOCA,2013,1,100,369,2.710027100271003
TAUA,2013,1,101,321,3.115264797507788
MONERO,2013,0,102,60,0.0
PORTUGUESA,2013,2,103,232,8.620689655172413
GALEAO,2013,3,104,422,7.109004739336492
CIDADE UNIVERSITARIA,2013,0,105,12,0.0
GUADALUPE,2013,6,106,719,8.344923504867872
ANCHIETA,2013,12,107,1090,11.009174311926607
PARQUE ANCHIETA,2013,2,108,232,8.620689655172413
RICARDO ALBUQUERQUE,2013,4,109,373,10.723860589812332
COELHO NETO,2013,0,110,397,0.0
ACARI,2013,6,111,498,12.048192771084338
BARROS FILHO,2013,1,112,173,5.780346820809248
COSTA BARROS,2013,11,113,748,14.705882352941176
PAVUNA,2013,10,114,1153,8.673026886383347
JACAREPAGUA,2013,14,115,2277,6.148440931049627
ANIL,2013,1,116,496,2.0161290322580645
GARDENIA AZUL,2013,4,117,630,6.349206349206349
CIDADE DE DEUS,2013,2,118,829,2.4125452352231602
CURICICA,2013,6,119,926,6.479481641468682
FREGUESIA-JPA,2013,6,120,844,7.109004739336492
PECHINCHA,2013,2,121,479,4.17536534446764
TAQUARA,2013,9,122,1758,5.1194539249146755
TANQUE,2013,3,123,622,4.82315112540193
PRACA SECA,2013,2,124,826,2.4213075060532687
VILA VALQUEIRE,2013,5,125,412,12.135922330097086
JOA,2013,0,126,8,0.0
ITANHANGA,2013,5,127,578,8.650519031141869
BARRA DA TIJUCA,2013,7,128,1730,4.0462427745664735
CAMORIM,2013,0,129,77,0.0
VARGEM PEQUENA,2013,3,130,294,10.204081632653061
VARGEM GRANDE,2013,0,131,316,0.0
RECREIO BANDEIRANTES,2013,2,132,1346,1.4858841010401187
DEODORO,2013,0,134,207,0.0
VILA MILITAR,2013,2,135,58,34.48275862068965
CAMPO DOS AFONSOS,2013,0,136,16,0.0
JARDIM SULACAP,2013,1,137,270,3.7037037037037037
MAGALHAES BASTOS,2013,2,138,310,6.451612903225806
REALENGO,2013,25,139,2359,10.597710894446799
PADRE MIGUEL,2013,5,140,962,5.197505197505198
BANGU,2013,24,141,3891,6.168080185042405
SENADOR CAMARA,2013,14,142,1414,9.900990099009901
SANTISSIMO,2013,4,143,790,5.063291139240507
CAMPO GRANDE,2013,23,144,5244,4.385964912280701
SENADOR VASCONCELOS,2013,3,145,308,9.74025974025974
INHOAIBA,2013,7,146,880,7.954545454545454
COSMOS,2013,4,147,1122,3.5650623885918002
PACIENCIA,2013,9,148,1491,6.036217303822937
SANTA CRUZ,2013,41,149,3992,10.270541082164328
SEPETIBA,2013,3,150,922,3.2537960954446854
GUARATIBA,2013,9,151,1650,5.454545454545455
BARRA DE GUARATIBA,2013,0,152,78,0.0
PEDRA DE GUARATIBA,2013,2,153,616,3.246753246753247
ROCINHA,2013,11,154,1161,9.474590869939707
JACAREZINHO,2013,3,155,283,10.60070671378092
COMPLEXO DO ALEMAO,2013,7,156,845,8.284023668639053
COMPLEXO DA MARE,2013,9,157,2659,3.384731101918014
PARQUE COLUMBIA,2013,0,158,17,0.0
VASCO DA GAMA,2013,0,159,13,0.0
GERICINo,2013,0,160,0,
LAPA,2013,0,161,0,
VILA KENNEDY,2013,0,162,0,
ILHA DE GUARATIBA,2013,0,164,0,
BARRA OLIMPICA,2013,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2013,0,998,9,0.0
IGNORADO BAIRRO-MRJ,2013,1,999,50,20.0
,2013,115,,0,inf
SAUDE,2014,0,001,71,0.0
GAMBOA,2014,1,002,164,6.097560975609756
SANTO CRISTO,2014,0,003,249,0.0
CAJU,2014,0,004,448,0.0
CENTRO,2014,4,005,425,9.411764705882351
CATUMBI,2014,5,006,276,18.115942028985508
RIO COMPRIDO,2014,5,007,624,8.012820512820513
CIDADE NOVA,2014,1,008,56,17.857142857142858
ESTACIO,2014,1,009,301,3.3222591362126246
SAO CRISTOVAO,2014,3,010,724,4.143646408839778
MANGUEIRA,2014,2,011,321,6.230529595015576
BENFICA,2014,1,012,484,2.066115702479339
PAQUETA,2014,0,013,32,0.0
SANTA TERESA,2014,2,014,471,4.246284501061571
FLAMENGO,2014,2,015,416,4.807692307692308
GLORIA,2014,1,016,174,5.747126436781609
LARANJEIRAS,2014,1,017,406,2.4630541871921183
CATETE,2014,0,018,220,0.0
COSME VELHO,2014,0,019,103,0.0
BOTAFOGO,2014,3,020,839,3.575685339690107
HUMAITA,2014,0,021,117,0.0
URCA,2014,0,022,46,0.0
LEME,2014,1,023,134,7.462686567164179
COPACABANA,2014,4,024,1212,3.3003300330033003
IPANEMA,2014,1,025,379,2.638522427440633
LEBLON,2014,3,026,406,7.389162561576354
LAGOA,2014,0,027,184,0.0
JARDIM BOTANICO,2014,2,028,190,10.526315789473683
GAVEA,2014,0,029,265,0.0
VIDIGAL,2014,2,030,261,7.662835249042145
SAO CONRADO,2014,0,031,98,0.0
PRACA DA BANDEIRA,2014,1,032,98,10.204081632653061
TIJUCA,2014,4,033,1661,2.408187838651415
ALTO DA BOA VISTA,2014,0,034,147,0.0
MARACANA,2014,0,035,205,0.0
VILA ISABEL,2014,3,036,760,3.947368421052632
ANDARAI,2014,0,037,348,0.0
GRAJAU,2014,2,038,388,5.154639175257732
MANGUINHOS,2014,2,039,356,5.617977528089887
BONSUCESSO,2014,5,040,347,14.40922190201729
RAMOS,2014,4,041,587,6.814310051107325
OLARIA,2014,1,042,637,1.5698587127158556
PENHA,2014,3,043,951,3.1545741324921135
PENHA CIRCULAR,2014,4,044,427,9.36768149882904
BRAS DE PINA,2014,1,045,656,1.524390243902439
CORDOVIL,2014,4,046,613,6.525285481239805
PARADA DE LUCAS,2014,2,047,349,5.730659025787966
VIGARIO GERAL,2014,3,048,476,6.302521008403361
JARDIM AMERICA,2014,3,049,511,5.870841487279844
HIGIENOPOLIS,2014,0,050,165,0.0
JACARE,2014,0,051,418,0.0
MARIA DA GRACA,2014,0,052,75,0.0
DEL CASTILHO,2014,0,053,293,0.0
INHAUMA,2014,5,054,969,5.159958720330238
ENGENHO DA RAINHA,2014,2,055,343,5.830903790087463
TOMAS COELHO,2014,3,056,269,11.152416356877323
SAO FRANCISCO XAVIER,2014,0,057,71,0.0
ROCHA,2014,1,058,127,7.874015748031496
RIACHUELO,2014,2,059,131,15.267175572519083
SAMPAIO,2014,1,060,131,7.633587786259541
ENGENHO NOVO,2014,1,061,661,1.5128593040847202
LINS DE VASCONCELOS,2014,4,062,523,7.648183556405353
MEIER,2014,2,063,548,3.6496350364963503
TODOS OS SANTOS,2014,2,064,180,11.11111111111111
CACHAMBI,2014,1,065,422,2.3696682464454977
ENGENHO DE DENTRO,2014,2,066,592,3.3783783783783785
AGUA SANTA,2014,0,067,93,0.0
ENCANTADO,2014,0,068,137,0.0
PIEDADE,2014,1,069,579,1.7271157167530224
ABOLICAO,2014,0,070,148,0.0
PILARES,2014,2,071,376,5.319148936170213
VILA KOSMOS,2014,1,072,118,8.474576271186441
VICENTE DE CARVALHO,2014,3,073,336,8.928571428571429
VILA DA PENHA,2014,1,074,426,2.347417840375587
VISTA ALEGRE,2014,4,075,157,25.477707006369428
IRAJA,2014,5,076,1227,4.074979625101874
COLEGIO,2014,9,077,451,19.955654101995563
CAMPINHO,2014,0,078,213,0.0
QUINTINO BOCAIUVA,2014,0,079,386,0.0
CAVALCANTE,2014,0,080,227,0.0
ENGENHEIRO LEAL,2014,0,081,49,0.0
CASCADURA,2014,1,082,416,2.403846153846154
MADUREIRA,2014,3,083,765,3.9215686274509802
VAZ LOBO,2014,3,084,230,13.043478260869565
TURIACU,2014,3,085,171,17.543859649122805
ROCHA MIRANDA,2014,7,086,590,11.864406779661017
HONORIO GURGEL,2014,2,087,301,6.644518272425249
OSWALDO CRUZ,2014,2,088,355,5.633802816901409
BENTO RIBEIRO,2014,4,089,486,8.23045267489712
MARECHAL HERMES,2014,1,090,560,1.7857142857142856
RIBEIRA,2014,0,091,37,0.0
CACUIA,2014,0,093,141,0.0
PITANGUEIRAS,2014,0,094,150,0.0
PRAIA DA BANDEIRA,2014,0,095,50,0.0
COCOTA,2014,1,096,96,10.416666666666666
BANCARIOS,2014,1,097,205,4.878048780487805
FREGUESIA-ILHA,2014,1,098,226,4.424778761061947
JARDIM GUANABARA,2014,1,099,261,3.8314176245210727
JARDIM CARIOCA,2014,0,100,374,0.0
TAUA,2014,0,101,336,0.0
MONERO,2014,0,102,48,0.0
PORTUGUESA,2014,2,103,233,8.583690987124463
GALEAO,2014,3,104,395,7.594936708860759
CIDADE UNIVERSITARIA,2014,0,105,20,0.0
GUADALUPE,2014,4,106,693,5.772005772005772
ANCHIETA,2014,6,107,1107,5.420054200542006
PARQUE ANCHIETA,2014,0,108,226,0.0
RICARDO ALBUQUERQUE,2014,2,109,369,5.420054200542006
COELHO NETO,2014,6,110,453,13.245033112582782
ACARI,2014,7,111,493,14.198782961460447
BARROS FILHO,2014,3,112,243,12.345679012345679
COSTA BARROS,2014,9,113,733,12.278308321964529
PAVUNA,2014,9,114,1209,7.444168734491315
JACAREPAGUA,2014,11,115,2822,3.8979447200566972
ANIL,2014,3,116,458,6.550218340611353
GARDENIA AZUL,2014,4,117,671,5.961251862891207
CIDADE DE DEUS,2014,7,118,868,8.064516129032258
CURICICA,2014,3,119,839,3.575685339690107
FREGUESIA-JPA,2014,4,120,922,4.3383947939262475
PECHINCHA,2014,1,121,553,1.8083182640144664
TAQUARA,2014,10,122,1758,5.688282138794084
TANQUE,2014,2,123,608,3.289473684210526
PRACA SECA,2014,3,124,841,3.5671819262782405
VILA VALQUEIRE,2014,2,125,445,4.49438202247191
JOA,2014,0,126,7,0.0
ITANHANGA,2014,6,127,631,9.508716323296355
BARRA DA TIJUCA,2014,6,128,1671,3.5906642728904847
CAMORIM,2014,1,129,77,12.987012987012989
VARGEM PEQUENA,2014,1,130,339,2.949852507374631
VARGEM GRANDE,2014,1,131,281,3.558718861209964
RECREIO BANDEIRANTES,2014,2,132,1357,1.4738393515106853
DEODORO,2014,2,134,173,11.560693641618496
VILA MILITAR,2014,0,135,71,0.0
CAMPO DOS AFONSOS,2014,0,136,15,0.0
JARDIM SULACAP,2014,1,137,267,3.745318352059925
MAGALHAES BASTOS,2014,1,138,300,3.3333333333333335
REALENGO,2014,11,139,2429,4.528612597776863
PADRE MIGUEL,2014,3,140,983,3.051881993896236
BANGU,2014,27,141,3866,6.9839627521986545
SENADOR CAMARA,2014,7,142,1354,5.1698670605613
SANTISSIMO,2014,5,143,872,5.73394495412844
CAMPO GRANDE,2014,32,144,5465,5.85544373284538
SENADOR VASCONCELOS,2014,0,145,343,0.0
INHOAIBA,2014,7,146,972,7.20164609053498
COSMOS,2014,12,147,1194,10.050251256281408
PACIENCIA,2014,11,148,1570,7.006369426751593
SANTA CRUZ,2014,32,149,3995,8.010012515644556
SEPETIBA,2014,8,150,803,9.962640099626402
GUARATIBA,2014,10,151,1932,5.175983436853002
BARRA DE GUARATIBA,2014,0,152,82,0.0
PEDRA DE GUARATIBA,2014,2,153,504,3.968253968253968
ROCINHA,2014,10,154,1174,8.517887563884157
JACAREZINHO,2014,0,155,272,0.0
COMPLEXO DO ALEMAO,2014,4,156,765,5.228758169934641
COMPLEXO DA MARE,2014,13,157,2579,5.040713454827452
PARQUE COLUMBIA,2014,0,158,21,0.0
VASCO DA GAMA,2014,0,159,23,0.0
GERICINo,2014,0,160,1,0.0
LAPA,2014,0,161,0,
VILA KENNEDY,2014,0,162,0,
ILHA DE GUARATIBA,2014,0,164,0,
BARRA OLIMPICA,2014,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2014,0,998,6,0.0
IGNORADO BAIRRO-MRJ,2014,2,999,126,15.873015873015872
,2014,135,,0,inf
SAUDE,2015,1,001,60,16.666666666666668
GAMBOA,2015,4,002,200,20.0
SANTO CRISTO,2015,0,003,209,0.0
CAJU,2015,0,004,430,0.0
CENTRO,2015,2,005,404,4.9504950495049505
CATUMBI,2015,4,006,269,14.869888475836431
RIO COMPRIDO,2015,2,007,589,3.395585738539898
CIDADE NOVA,2015,0,008,79,0.0
ESTACIO,2015,1,009,293,3.4129692832764507
SAO CRISTOVAO,2015,3,010,644,4.658385093167702
MANGUEIRA,2015,4,011,304,13.157894736842104
BENFICA,2015,4,012,532,7.518796992481203
PAQUETA,2015,1,013,39,25.64102564102564
SANTA TERESA,2015,8,014,523,15.296367112810707
FLAMENGO,2015,1,015,406,2.4630541871921183
GLORIA,2015,0,016,138,0.0
LARANJEIRAS,2015,2,017,440,4.545454545454545
CATETE,2015,1,018,217,4.608294930875576
COSME VELHO,2015,0,019,97,0.0
BOTAFOGO,2015,4,020,878,4.555808656036446
HUMAITA,2015,0,021,151,0.0
URCA,2015,0,022,61,0.0
LEME,2015,2,023,131,15.267175572519083
COPACABANA,2015,7,024,1158,6.044905008635579
IPANEMA,2015,2,025,335,5.970149253731344
LEBLON,2015,3,026,408,7.352941176470588
LAGOA,2015,0,027,191,0.0
JARDIM BOTANICO,2015,0,028,191,0.0
GAVEA,2015,0,029,283,0.0
VIDIGAL,2015,2,030,242,8.264462809917356
SAO CONRADO,2015,0,031,98,0.0
PRACA DA BANDEIRA,2015,1,032,87,11.494252873563218
TIJUCA,2015,4,033,1601,2.4984384759525295
ALTO DA BOA VISTA,2015,0,034,131,0.0
MARACANA,2015,0,035,229,0.0
VILA ISABEL,2015,4,036,789,5.069708491761723
ANDARAI,2015,1,037,415,2.4096385542168677
GRAJAU,2015,2,038,395,5.063291139240507
MANGUINHOS,2015,4,039,452,8.849557522123893
BONSUCESSO,2015,3,040,509,5.893909626719057
RAMOS,2015,2,041,667,2.998500749625187
OLARIA,2015,6,042,595,10.08403361344538
PENHA,2015,1,043,892,1.1210762331838564
PENHA CIRCULAR,2015,6,044,545,11.009174311926607
BRAS DE PINA,2015,4,045,628,6.369426751592357
CORDOVIL,2015,2,046,621,3.2206119162640903
PARADA DE LUCAS,2015,2,047,335,5.970149253731344
VIGARIO GERAL,2015,2,048,471,4.246284501061571
JARDIM AMERICA,2015,1,049,455,2.197802197802198
HIGIENOPOLIS,2015,1,050,171,5.847953216374268
JACARE,2015,0,051,383,0.0
MARIA DA GRACA,2015,1,052,102,9.803921568627452
DEL CASTILHO,2015,1,053,308,3.246753246753247
INHAUMA,2015,7,054,824,8.495145631067961
ENGENHO DA RAINHA,2015,0,055,366,0.0
TOMAS COELHO,2015,0,056,304,0.0
SAO FRANCISCO XAVIER,2015,0,057,79,0.0
ROCHA,2015,1,058,155,6.451612903225806
RIACHUELO,2015,2,059,132,15.151515151515152
SAMPAIO,2015,2,060,151,13.245033112582782
ENGENHO NOVO,2015,3,061,578,5.190311418685121
LINS DE VASCONCELOS,2015,1,062,504,1.984126984126984
MEIER,2015,2,063,474,4.219409282700422
TODOS OS SANTOS,2015,0,064,177,0.0
CACHAMBI,2015,0,065,371,0.0
ENGENHO DE DENTRO,2015,3,066,610,4.918032786885246
AGUA SANTA,2015,1,067,83,12.048192771084338
ENCANTADO,2015,1,068,136,7.352941176470588
PIEDADE,2015,3,069,592,5.0675675675675675
ABOLICAO,2015,0,070,135,0.0
PILARES,2015,2,071,322,6.211180124223602
VILA KOSMOS,2015,1,072,130,7.6923076923076925
VICENTE DE CARVALHO,2015,1,073,348,2.8735632183908044
VILA DA PENHA,2015,0,074,286,0.0
VISTA ALEGRE,2015,1,075,93,10.752688172043012
IRAJA,2015,10,076,1181,8.46740050804403
COLEGIO,2015,1,077,439,2.277904328018223
CAMPINHO,2015,1,078,157,6.369426751592357
QUINTINO BOCAIUVA,2015,0,079,406,0.0
CAVALCANTE,2015,1,080,268,3.7313432835820897
ENGENHEIRO LEAL,2015,0,081,86,0.0
CASCADURA,2015,3,082,450,6.666666666666667
MADUREIRA,2015,3,083,739,4.059539918809201
VAZ LOBO,2015,0,084,243,0.0
TURIACU,2015,2,085,190,10.526315789473683
ROCHA MIRANDA,2015,6,086,581,10.327022375215147
HONORIO GURGEL,2015,2,087,336,5.952380952380952
OSWALDO CRUZ,2015,2,088,403,4.962779156327543
BENTO RIBEIRO,2015,6,089,499,12.024048096192384
MARECHAL HERMES,2015,3,090,570,5.263157894736842
RIBEIRA,2015,0,091,35,0.0
CACUIA,2015,2,093,154,12.987012987012989
PITANGUEIRAS,2015,0,094,149,0.0
PRAIA DA BANDEIRA,2015,0,095,64,0.0
COCOTA,2015,1,096,106,9.433962264150942
BANCARIOS,2015,1,097,226,4.424778761061947
FREGUESIA-ILHA,2015,0,098,218,0.0
JARDIM GUANABARA,2015,2,099,239,8.368200836820083
JARDIM CARIOCA,2015,1,100,347,2.881844380403458
TAUA,2015,2,101,361,5.54016620498615
MONERO,2015,0,102,48,0.0
PORTUGUESA,2015,0,103,218,0.0
GALEAO,2015,3,104,387,7.751937984496124
CIDADE UNIVERSITARIA,2015,1,105,24,41.666666666666664
GUADALUPE,2015,3,106,658,4.559270516717325
ANCHIETA,2015,6,107,1054,5.692599620493358
PARQUE ANCHIETA,2015,5,108,270,18.51851851851852
RICARDO ALBUQUERQUE,2015,1,109,377,2.6525198938992043
COELHO NETO,2015,3,110,457,6.564551422319474
ACARI,2015,12,111,564,21.27659574468085
BARROS FILHO,2015,4,112,269,14.869888475836431
COSTA BARROS,2015,9,113,694,12.968299711815563
PAVUNA,2015,14,114,1222,11.456628477905074
JACAREPAGUA,2015,15,115,3084,4.863813229571985
ANIL,2015,3,116,431,6.960556844547564
GARDENIA AZUL,2015,2,117,686,2.9154518950437316
CIDADE DE DEUS,2015,4,118,890,4.49438202247191
CURICICA,2015,1,119,776,1.288659793814433
FREGUESIA-JPA,2015,7,120,924,7.575757575757576
PECHINCHA,2015,0,121,570,0.0
TAQUARA,2015,12,122,1718,6.984866123399302
TANQUE,2015,1,123,596,1.6778523489932886
PRACA SECA,2015,7,124,933,7.502679528403001
VILA VALQUEIRE,2015,2,125,421,4.750593824228028
JOA,2015,0,126,11,0.0
ITANHANGA,2015,7,127,702,9.971509971509972
BARRA DA TIJUCA,2015,5,128,1568,3.188775510204082
CAMORIM,2015,0,129,76,0.0
VARGEM PEQUENA,2015,0,130,380,0.0
VARGEM GRANDE,2015,1,131,297,3.3670033670033668
RECREIO BANDEIRANTES,2015,7,132,1369,5.113221329437546
DEODORO,2015,3,134,199,15.07537688442211
VILA MILITAR,2015,1,135,111,9.00900900900901
CAMPO DOS AFONSOS,2015,0,136,21,0.0
JARDIM SULACAP,2015,0,137,270,0.0
MAGALHAES BASTOS,2015,1,138,299,3.3444816053511706
REALENGO,2015,14,139,2404,5.8236272878535775
PADRE MIGUEL,2015,2,140,901,2.2197558268590454
BANGU,2015,17,141,3736,4.550321199143468
SENADOR CAMARA,2015,13,142,1475,8.813559322033898
SANTISSIMO,2015,6,143,845,7.100591715976331
CAMPO GRANDE,2015,31,144,5363,5.780346820809248
SENADOR VASCONCELOS,2015,1,145,401,2.493765586034913
INHOAIBA,2015,5,146,1004,4.9800796812749
COSMOS,2015,3,147,1268,2.365930599369085
PACIENCIA,2015,12,148,1665,7.207207207207207
SANTA CRUZ,2015,39,149,4171,9.350275713258211
SEPETIBA,2015,9,150,885,10.169491525423728
GUARATIBA,2015,6,151,2077,2.888781896966779
BARRA DE GUARATIBA,2015,0,152,75,0.0
PEDRA DE GUARATIBA,2015,3,153,413,7.263922518159807
ROCINHA,2015,1,154,1132,0.8833922261484098
JACAREZINHO,2015,5,155,312,16.025641025641026
COMPLEXO DO ALEMAO,2015,7,156,843,8.30367734282325
COMPLEXO DA MARE,2015,16,157,2419,6.614303431169905
PARQUE COLUMBIA,2015,0,158,60,0.0
VASCO DA GAMA,2015,1,159,81,12.345679012345679
GERICINo,2015,0,160,1,0.0
LAPA,2015,0,161,0,
VILA KENNEDY,2015,0,162,0,
ILHA DE GUARATIBA,2015,0,164,0,
BARRA OLIMPICA,2015,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2015,0,998,34,0.0
