bairro,ano,obitos_tardios,codigo,nascidos vivos,taxa_obitos_tardios
COSME VELHO,2020,1,019,92,10.869565217391305
BOTAFOGO,2020,2,020,584,3.4246575342465753
HUMAITA,2020,0,021,96,0.0
URCA,2020,1,022,58,17.241379310344826
LEME,2020,0,023,118,0.0
COPACABANA,2020,2,024,872,2.293577981651376
IPANEMA,2020,0,025,254,0.0
LEBLON,2020,1,026,287,3.484320557491289
LAGOA,2020,0,027,148,0.0
JARDIM BOTANICO,2020,0,028,122,0.0
GAVEA,2020,0,029,147,0.0
VIDIGAL,2020,0,030,174,0.0
SAO CONRADO,2020,0,031,78,0.0
PRACA DA BANDEIRA,2020,0,032,74,0.0
TIJUCA,2020,4,033,1118,3.5778175313059033
ALTO DA BOA VISTA,2020,1,034,92,10.869565217391305
MARACANA,2020,0,035,173,0.0
VILA ISABEL,2020,1,036,597,1.6750418760469012
ANDARAI,2020,0,037,296,0.0
GRAJAU,2020,0,038,252,0.0
MANGUINHOS,2020,1,039,441,2.2675736961451247
BONSUCESSO,2020,1,040,796,1.256281407035176
RAMOS,2020,1,041,844,1.1848341232227488
OLARIA,2020,2,042,483,4.140786749482402
PENHA,2020,3,043,819,3.663003663003663
PENHA CIRCULAR,2020,1,044,418,2.3923444976076556
BRAS DE PINA,2020,1,045,459,2.1786492374727673
CORDOVIL,2020,0,046,424,0.0
PARADA DE LUCAS,2020,2,047,280,7.142857142857142
VIGARIO GERAL,2020,1,048,351,2.849002849002849
JARDIM AMERICA,2020,2,049,353,5.6657223796034
HIGIENOPOLIS,2020,0,050,118,0.0
JACARE,2020,0,051,332,0.0
MARIA DA GRACA,2020,0,052,50,0.0
DEL CASTILHO,2020,1,053,249,4.016064257028112
INHAUMA,2020,1,054,850,1.176470588235294
ENGENHO DA RAINHA,2020,1,055,267,3.745318352059925
TOMAS COELHO,2020,1,056,256,3.90625
SAO FRANCISCO XAVIER,2020,0,057,60,0.0
ROCHA,2020,1,058,158,6.329113924050633
RIACHUELO,2020,0,059,94,0.0
SAMPAIO,2020,0,060,125,0.0
ENGENHO NOVO,2020,1,061,464,2.155172413793103
LINS DE VASCONCELOS,2020,1,062,398,2.512562814070352
MEIER,2020,0,063,246,0.0
TODOS OS SANTOS,2020,1,064,144,6.944444444444444
CACHAMBI,2020,0,065,330,0.0
ENGENHO DE DENTRO,2020,2,066,494,4.048582995951417
AGUA SANTA,2020,0,067,69,0.0
ENCANTADO,2020,1,068,108,9.25925925925926
PIEDADE,2020,0,069,421,0.0
ABOLICAO,2020,0,070,80,0.0
PILARES,2020,1,071,252,3.968253968253968
VILA KOSMOS,2020,0,072,126,0.0
VICENTE DE CARVALHO,2020,1,073,239,4.184100418410042
VILA DA PENHA,2020,0,074,241,0.0
VISTA ALEGRE,2020,0,075,84,0.0
IRAJA,2020,1,076,847,1.1806375442739079
COLEGIO,2020,0,077,346,0.0
CAMPINHO,2020,0,078,144,0.0
QUINTINO BOCAIUVA,2020,2,079,270,7.407407407407407
CAVALCANTE,2020,3,080,192,15.625
ENGENHEIRO LEAL,2020,0,081,75,0.0
CASCADURA,2020,0,082,329,0.0
MADUREIRA,2020,1,083,543,1.8416206261510129
VAZ LOBO,2020,1,084,198,5.050505050505051
TURIACU,2020,1,085,171,5.847953216374268
ROCHA MIRANDA,2020,0,086,422,0.0
HONORIO GURGEL,2020,1,087,255,3.9215686274509802
OSWALDO CRUZ,2020,0,088,268,0.0
BENTO RIBEIRO,2020,0,089,414,0.0
MARECHAL HERMES,2020,0,090,443,0.0
CACUIA,2020,1,093,107,9.345794392523365
PITANGUEIRAS,2020,0,094,80,0.0
PRAIA DA BANDEIRA,2020,0,095,33,0.0
COCOTA,2020,0,096,73,0.0
BANCARIOS,2020,1,097,159,6.289308176100629
FREGUESIA-ILHA,2020,1,098,191,5.235602094240838
JARDIM GUANABARA,2020,0,099,175,0.0
JARDIM CARIOCA,2020,1,100,237,4.219409282700422
TAUA,2020,0,101,216,0.0
MONERO,2020,0,102,28,0.0
PORTUGUESA,2020,0,103,147,0.0
GALEAO,2020,0,104,350,0.0
CIDADE UNIVERSITARIA,2020,0,105,10,0.0
GUADALUPE,2020,4,106,522,7.662835249042145
ANCHIETA,2020,3,107,826,3.6319612590799033
PARQUE ANCHIETA,2020,0,108,208,0.0
RICARDO ALBUQUERQUE,2020,0,109,310,0.0
COELHO NETO,2020,0,110,315,0.0
ACARI,2020,2,111,407,4.914004914004914
BARROS FILHO,2020,0,112,253,0.0
COSTA BARROS,2020,1,113,650,1.5384615384615385
PAVUNA,2020,5,114,984,5.08130081300813
JACAREPAGUA,2020,8,115,2413,3.315375051802735
ANIL,2020,1,116,444,2.2522522522522523
GARDENIA AZUL,2020,0,117,561,0.0
CIDADE DE DEUS,2020,2,118,762,2.6246719160104988
CURICICA,2020,0,119,682,0.0
FREGUESIA-JPA,2020,3,120,708,4.237288135593221
PECHINCHA,2020,0,121,426,0.0
TAQUARA,2020,3,122,1489,2.0147750167897915
TANQUE,2020,1,123,478,2.092050209205021
PRACA SECA,2020,0,124,664,0.0
VILA VALQUEIRE,2020,0,125,301,0.0
ITANHANGA,2020,2,127,709,2.8208744710860367
BARRA DA TIJUCA,2020,3,128,1229,2.441008950366151
CAMORIM,2020,0,129,89,0.0
VARGEM PEQUENA,2020,1,130,426,2.347417840375587
VARGEM GRANDE,2020,1,131,318,3.1446540880503147
RECREIO BANDEIRANTES,2020,1,132,1405,0.7117437722419929
DEODORO,2020,0,134,135,0.0
VILA MILITAR,2020,0,135,150,0.0
CAMPO DOS AFONSOS,2020,0,136,30,0.0
JARDIM SULACAP,2020,0,137,198,0.0
MAGALHAES BASTOS,2020,3,138,242,12.396694214876034
REALENGO,2020,9,139,1969,4.57084814626714
PADRE MIGUEL,2020,1,140,635,1.574803149606299
BANGU,2020,11,141,2676,4.110612855007474
SENADOR CAMARA,2020,6,142,1308,4.587155963302752
SANTISSIMO,2020,2,143,717,2.7894002789400276
CAMPO GRANDE,2020,14,144,4561,3.0695023021267263
SENADOR VASCONCELOS,2020,1,145,339,2.949852507374631
INHOAIBA,2020,4,146,920,4.3478260869565215
COSMOS,2020,3,147,1173,2.557544757033248
PACIENCIA,2020,6,148,1437,4.17536534446764
SANTA CRUZ,2020,13,149,3472,3.7442396313364052
SEPETIBA,2020,5,150,797,6.273525721455458
GUARATIBA,2020,7,151,1934,3.6194415718717683
BARRA DE GUARATIBA,2020,0,152,79,0.0
PEDRA DE GUARATIBA,2020,1,153,462,2.1645021645021645
ROCINHA,2020,1,154,814,1.2285012285012284
JACAREZINHO,2020,0,155,205,0.0
COMPLEXO DO ALEMAO,2020,0,156,151,0.0
COMPLEXO DA MARE,2020,7,157,1185,5.9071729957805905
PARQUE COLUMBIA,2020,0,158,41,0.0
VASCO DA GAMA,2020,1,159,62,16.129032258064516
LAPA,2020,0,161,49,0.0
VILA KENNEDY,2020,1,162,233,4.291845493562231
BARRA OLIMPICA,2020,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2020,0,998,129,0.0
IGNORADO BAIRRO-MRJ,2020,1,999,175,5.714285714285714
,2020,48,,0,inf
SAUDE,2021,0,001,32,0.0
GAMBOA,2021,0,002,156,0.0
SANTO CRISTO,2021,1,003,174,5.747126436781609
CAJU,2021,0,004,337,0.0
CENTRO,2021,2,005,251,7.968127490039841
CATUMBI,2021,0,006,181,0.0
RIO COMPRIDO,2021,0,007,384,0.0
CIDADE NOVA,2021,0,008,60,0.0
ESTACIO,2021,0,009,197,0.0
SAO CRISTOVAO,2021,2,010,440,4.545454545454545
MANGUEIRA,2021,0,011,254,0.0
BENFICA,2021,1,012,374,2.6737967914438503
PAQUETA,2021,0,013,42,0.0
SANTA TERESA,2021,3,014,367,8.174386920980925
FLAMENGO,2021,0,015,263,0.0
GLORIA,2021,0,016,69,0.0
LARANJEIRAS,2021,1,017,280,3.571428571428571
CATETE,2021,1,018,160,6.25
COSME VELHO,2021,1,019,75,13.333333333333334
BOTAFOGO,2021,1,020,571,1.7513134851138354
HUMAITA,2021,0,021,84,0.0
URCA,2021,0,022,47,0.0
LEME,2021,0,023,95,0.0
COPACABANA,2021,2,024,865,2.3121387283236996
IPANEMA,2021,0,025,291,0.0
LEBLON,2021,1,026,267,3.745318352059925
LAGOA,2021,0,027,128,0.0
JARDIM BOTANICO,2021,1,028,112,8.928571428571429
GAVEA,2021,0,029,171,0.0
VIDIGAL,2021,0,030,169,0.0
SAO CONRADO,2021,1,031,76,13.157894736842104
PRACA DA BANDEIRA,2021,1,032,70,14.285714285714285
TIJUCA,2021,4,033,998,4.008016032064128
ALTO DA BOA VISTA,2021,0,034,102,0.0
MARACANA,2021,0,035,154,0.0
VILA ISABEL,2021,4,036,533,7.5046904315197
ANDARAI,2021,0,037,239,0.0
GRAJAU,2021,0,038,231,0.0
MANGUINHOS,2021,1,039,385,2.5974025974025974
BONSUCESSO,2021,3,040,584,5.136986301369863
RAMOS,2021,0,041,642,0.0
OLARIA,2021,1,042,474,2.109704641350211
PENHA,2021,3,043,714,4.201680672268908
PENHA CIRCULAR,2021,0,044,383,0.0
BRAS DE PINA,2021,0,045,452,0.0
CORDOVIL,2021,1,046,422,2.3696682464454977
PARADA DE LUCAS,2021,0,047,312,0.0
VIGARIO GERAL,2021,2,048,422,4.739336492890995
JARDIM AMERICA,2021,1,049,306,3.2679738562091503
HIGIENOPOLIS,2021,0,050,111,0.0
JACARE,2021,1,051,316,3.1645569620253164
MARIA DA GRACA,2021,0,052,63,0.0
DEL CASTILHO,2021,1,053,264,3.787878787878788
INHAUMA,2021,0,054,784,0.0
ENGENHO DA RAINHA,2021,0,055,253,0.0
TOMAS COELHO,2021,2,056,256,7.8125
SAO FRANCISCO XAVIER,2021,0,057,55,0.0
ROCHA,2021,0,058,156,0.0
RIACHUELO,2021,0,059,77,0.0
SAMPAIO,2021,0,060,121,0.0
ENGENHO NOVO,2021,1,061,436,2.293577981651376
LINS DE VASCONCELOS,2021,2,062,375,5.333333333333333
MEIER,2021,0,063,259,0.0
TODOS OS SANTOS,2021,0,064,146,0.0
CACHAMBI,2021,1,065,316,3.1645569620253164
ENGENHO DE DENTRO,2021,2,066,424,4.716981132075471
AGUA SANTA,2021,0,067,60,0.0
ENCANTADO,2021,0,068,96,0.0
PIEDADE,2021,0,069,368,0.0
ABOLICAO,2021,0,070,92,0.0
PILARES,2021,1,071,231,4.329004329004329
VILA KOSMOS,2021,1,072,123,8.130081300813009
VICENTE DE CARVALHO,2021,1,073,222,4.504504504504505
VILA DA PENHA,2021,0,074,182,0.0
VISTA ALEGRE,2021,0,075,58,0.0
IRAJA,2021,0,076,847,0.0
COLEGIO,2021,0,077,354,0.0
CAMPINHO,2021,0,078,113,0.0
QUINTINO BOCAIUVA,2021,2,079,235,8.51063829787234
CAVALCANTE,2021,0,080,163,0.0
ENGENHEIRO LEAL,2021,0,081,61,0.0
CASCADURA,2021,0,082,294,0.0
MADUREIRA,2021,1,083,469,2.1321961620469083
VAZ LOBO,2021,1,084,189,5.291005291005291
TURIACU,2021,0,085,146,0.0
ROCHA MIRANDA,2021,1,086,444,2.2522522522522523
HONORIO GURGEL,2021,0,087,222,0.0
OSWALDO CRUZ,2021,1,088,286,3.4965034965034967
BENTO RIBEIRO,2021,4,089,350,11.428571428571429
MARECHAL HERMES,2021,2,090,418,4.784688995215311
CACUIA,2021,0,093,83,0.0
PITANGUEIRAS,2021,0,094,90,0.0
PRAIA DA BANDEIRA,2021,0,095,40,0.0
COCOTA,2021,0,096,70,0.0
BANCARIOS,2021,1,097,139,7.194244604316547
FREGUESIA-ILHA,2021,0,098,255,0.0
JARDIM GUANABARA,2021,3,099,200,15.0
JARDIM CARIOCA,2021,1,100,215,4.651162790697675
TAUA,2021,0,101,262,0.0
MONERO,2021,0,102,30,0.0
PORTUGUESA,2021,0,103,160,0.0
GALEAO,2021,1,104,365,2.73972602739726
CIDADE UNIVERSITARIA,2021,0,105,15,0.0
GUADALUPE,2021,1,106,501,1.996007984031936
ANCHIETA,2021,4,107,694,5.763688760806916
PARQUE ANCHIETA,2021,1,108,198,5.050505050505051
RICARDO ALBUQUERQUE,2021,0,109,311,0.0
COELHO NETO,2021,1,110,302,3.3112582781456954
ACARI,2021,0,111,398,0.0
BARROS FILHO,2021,0,112,224,0.0
COSTA BARROS,2021,1,113,538,1.858736059479554
PAVUNA,2021,3,114,925,3.243243243243243
JACAREPAGUA,2021,9,115,2546,3.534956794972506
ANIL,2021,0,116,387,0.0
GARDENIA AZUL,2021,0,117,461,0.0
CIDADE DE DEUS,2021,1,118,653,1.5313935681470139
CURICICA,2021,1,119,642,1.557632398753894
FREGUESIA-JPA,2021,0,120,619,0.0
PECHINCHA,2021,0,121,363,0.0
TAQUARA,2021,4,122,1291,3.098373353989156
TANQUE,2021,0,123,442,0.0
PRACA SECA,2021,3,124,669,4.484304932735426
VILA VALQUEIRE,2021,0,125,264,0.0
ITANHANGA,2021,1,127,762,1.3123359580052494
BARRA DA TIJUCA,2021,6,128,1196,5.016722408026756
CAMORIM,2021,0,129,85,0.0
VARGEM PEQUENA,2021,0,130,391,0.0
VARGEM GRANDE,2021,1,131,248,4.032258064516129
RECREIO BANDEIRANTES,2021,2,132,1375,1.4545454545454544
DEODORO,2021,0,134,132,0.0
VILA MILITAR,2021,0,135,151,0.0
CAMPO DOS AFONSOS,2021,0,136,29,0.0
JARDIM SULACAP,2021,0,137,174,0.0
MAGALHAES BASTOS,2021,1,138,205,4.878048780487805
REALENGO,2021,4,139,1877,2.131060202450719
PADRE MIGUEL,2021,3,140,604,4.966887417218543
BANGU,2021,6,141,2569,2.3355391202802647
SENADOR CAMARA,2021,2,142,1203,1.6625103906899419
SANTISSIMO,2021,0,143,662,0.0
CAMPO GRANDE,2021,7,144,4155,1.6847172081829123
SENADOR VASCONCELOS,2021,1,145,342,2.923976608187134
INHOAIBA,2021,4,146,931,4.296455424274973
COSMOS,2021,4,147,1142,3.502626970227671
PACIENCIA,2021,9,148,1410,6.382978723404255
SANTA CRUZ,2021,14,149,3430,4.081632653061225
SEPETIBA,2021,1,150,749,1.335113484646195
GUARATIBA,2021,3,151,1906,1.5739769150052467
BARRA DE GUARATIBA,2021,0,152,71,0.0
PEDRA DE GUARATIBA,2021,0,153,436,0.0
ROCINHA,2021,4,154,714,5.602240896358543
JACAREZINHO,2021,0,155,208,0.0
COMPLEXO DO ALEMAO,2021,0,156,213,0.0
COMPLEXO DA MARE,2021,4,157,1384,2.890173410404624
PARQUE COLUMBIA,2021,0,158,56,0.0
VASCO DA GAMA,2021,0,159,82,0.0
LAPA,2021,0,161,34,0.0
VILA KENNEDY,2021,0,162,101,0.0
BARRA OLIMPICA,2021,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2021,0,998,69,0.0
IGNORADO BAIRRO-MRJ,2021,0,999,62,0.0
,2021,55,,0,inf
SAUDE,2022,1,001,40,25.0
GAMBOA,2022,1,002,131,7.633587786259541
SANTO CRISTO,2022,1,003,151,6.622516556291391
CAJU,2022,1,004,331,3.0211480362537766
CENTRO,2022,1,005,244,4.0983606557377055
CATUMBI,2022,0,006,148,0.0
RIO COMPRIDO,2022,2,007,398,5.025125628140704
CIDADE NOVA,2022,0,008,46,0.0
ESTACIO,2022,2,009,178,11.235955056179774
SAO CRISTOVAO,2022,0,010,438,0.0
MANGUEIRA,2022,1,011,235,4.25531914893617
BENFICA,2022,0,012,321,0.0
PAQUETA,2022,0,013,33,0.0
SANTA TERESA,2022,0,014,352,0.0
FLAMENGO,2022,0,015,304,0.0
GLORIA,2022,0,016,44,0.0
LARANJEIRAS,2022,0,017,285,0.0
CATETE,2022,0,018,174,0.0
COSME VELHO,2022,0,019,65,0.0
BOTAFOGO,2022,1,020,573,1.7452006980802792
HUMAITA,2022,0,021,87,0.0
URCA,2022,0,022,53,0.0
LEME,2022,1,023,104,9.615384615384617
COPACABANA,2022,1,024,874,1.1441647597254005
IPANEMA,2022,0,025,252,0.0
LEBLON,2022,0,026,291,0.0
LAGOA,2022,0,027,138,0.0
JARDIM BOTANICO,2022,0,028,118,0.0
GAVEA,2022,0,029,167,0.0
VIDIGAL,2022,0,030,162,0.0
SAO CONRADO,2022,0,031,84,0.0
PRACA DA BANDEIRA,2022,1,032,60,16.666666666666668
TIJUCA,2022,3,033,1027,2.9211295034079843
ALTO DA BOA VISTA,2022,0,034,70,0.0
MARACANA,2022,0,035,161,0.0
VILA ISABEL,2022,1,036,479,2.08768267223382
ANDARAI,2022,1,037,269,3.717472118959108
GRAJAU,2022,0,038,234,0.0
MANGUINHOS,2022,0,039,391,0.0
BONSUCESSO,2022,0,040,742,0.0
RAMOS,2022,0,041,861,0.0
OLARIA,2022,2,042,492,4.065040650406504
PENHA,2022,4,043,715,5.594405594405594
PENHA CIRCULAR,2022,2,044,360,5.555555555555555
BRAS DE PINA,2022,0,045,417,0.0
CORDOVIL,2022,1,046,369,2.710027100271003
PARADA DE LUCAS,2022,2,047,280,7.142857142857142
VIGARIO GERAL,2022,2,048,371,5.3908355795148255
JARDIM AMERICA,2022,2,049,291,6.8728522336769755
HIGIENOPOLIS,2022,1,050,114,8.771929824561402
JACARE,2022,1,051,296,3.3783783783783785
MARIA DA GRACA,2022,0,052,71,0.0
DEL CASTILHO,2022,1,053,252,3.968253968253968
INHAUMA,2022,1,054,530,1.8867924528301887
ENGENHO DA RAINHA,2022,0,055,272,0.0
TOMAS COELHO,2022,1,056,230,4.3478260869565215
SAO FRANCISCO XAVIER,2022,0,057,60,0.0
ROCHA,2022,2,058,187,10.695187165775401
RIACHUELO,2022,1,059,63,15.873015873015872
SAMPAIO,2022,0,060,128,0.0
ENGENHO NOVO,2022,0,061,428,0.0
LINS DE VASCONCELOS,2022,0,062,345,0.0
MEIER,2022,0,063,242,0.0
TODOS OS SANTOS,2022,0,064,140,0.0
CACHAMBI,2022,2,065,306,6.5359477124183005
ENGENHO DE DENTRO,2022,2,066,393,5.089058524173028
AGUA SANTA,2022,0,067,69,0.0
ENCANTADO,2022,0,068,91,0.0
PIEDADE,2022,0,069,347,0.0
ABOLICAO,2022,0,070,98,0.0
PILARES,2022,0,071,229,0.0
VILA KOSMOS,2022,0,072,108,0.0
VICENTE DE CARVALHO,2022,0,073,235,0.0
VILA DA PENHA,2022,1,074,161,6.211180124223602
VISTA ALEGRE,2022,0,075,55,0.0
IRAJA,2022,1,076,829,1.2062726176115801
COLEGIO,2022,2,077,350,5.714285714285714
CAMPINHO,2022,1,078,100,10.0
QUINTINO BOCAIUVA,2022,1,079,243,4.11522633744856
CAVALCANTE,2022,0,080,157,0.0
ENGENHEIRO LEAL,2022,1,081,66,15.151515151515152
CASCADURA,2022,0,082,304,0.0
MADUREIRA,2022,1,083,462,2.1645021645021645
VAZ LOBO,2022,0,084,155,0.0
TURIACU,2022,0,085,154,0.0
ROCHA MIRANDA,2022,0,086,360,0.0
HONORIO GURGEL,2022,2,087,231,8.658008658008658
OSWALDO CRUZ,2022,1,088,244,4.0983606557377055
BENTO RIBEIRO,2022,1,089,301,3.3222591362126246
MARECHAL HERMES,2022,1,090,361,2.770083102493075
CACUIA,2022,0,093,89,0.0
PITANGUEIRAS,2022,0,094,89,0.0
PRAIA DA BANDEIRA,2022,0,095,16,0.0
COCOTA,2022,0,096,52,0.0
BANCARIOS,2022,2,097,186,10.752688172043012
FREGUESIA-ILHA,2022,0,098,155,0.0
JARDIM GUANABARA,2022,0,099,194,0.0
JARDIM CARIOCA,2022,1,100,213,4.694835680751174
TAUA,2022,1,101,204,4.901960784313726
MONERO,2022,0,102,24,0.0
PORTUGUESA,2022,0,103,154,0.0
GALEAO,2022,0,104,347,0.0
CIDADE UNIVERSITARIA,2022,0,105,10,0.0
GUADALUPE,2022,1,106,481,2.079002079002079
ANCHIETA,2022,0,107,746,0.0
PARQUE ANCHIETA,2022,0,108,139,0.0
RICARDO ALBUQUERQUE,2022,0,109,286,0.0
COELHO NETO,2022,0,110,284,0.0
ACARI,2022,2,111,407,4.914004914004914
BARROS FILHO,2022,3,112,187,16.0427807486631
COSTA BARROS,2022,3,113,540,5.555555555555555
PAVUNA,2022,0,114,816,0.0
JACAREPAGUA,2022,3,115,1957,1.532958610117527
ANIL,2022,0,116,439,0.0
GARDENIA AZUL,2022,1,117,529,1.890359168241966
CIDADE DE DEUS,2022,0,118,591,0.0
CURICICA,2022,1,119,695,1.4388489208633093
FREGUESIA-JPA,2022,0,120,626,0.0
PECHINCHA,2022,0,121,433,0.0
TAQUARA,2022,1,122,1308,0.764525993883792
TANQUE,2022,1,123,381,2.6246719160104988
PRACA SECA,2022,2,124,568,3.5211267605633805
VILA VALQUEIRE,2022,1,125,304,3.289473684210526
ITANHANGA,2022,1,127,721,1.3869625520110958
BARRA DA TIJUCA,2022,0,128,1210,0.0
CAMORIM,2022,0,129,123,0.0
VARGEM PEQUENA,2022,1,130,365,2.73972602739726
VARGEM GRANDE,2022,0,131,302,0.0
RECREIO BANDEIRANTES,2022,3,132,1324,2.2658610271903323
DEODORO,2022,0,134,157,0.0
VILA MILITAR,2022,0,135,90,0.0
CAMPO DOS AFONSOS,2022,1,136,31,32.25806451612903
JARDIM SULACAP,2022,0,137,200,0.0
MAGALHAES BASTOS,2022,1,138,228,4.385964912280701
REALENGO,2022,0,139,1690,0.0
PADRE MIGUEL,2022,0,140,510,0.0
BANGU,2022,3,141,2461,1.219016659894352
SENADOR CAMARA,2022,0,142,1143,0.0
SANTISSIMO,2022,0,143,517,0.0
CAMPO GRANDE,2022,6,144,3900,1.5384615384615385
SENADOR VASCONCELOS,2022,0,145,306,0.0
INHOAIBA,2022,0,146,824,0.0
COSMOS,2022,5,147,1071,4.6685340802987865
PACIENCIA,2022,2,148,1251,1.5987210231814548
SANTA CRUZ,2022,14,149,3151,4.443033957473818
SEPETIBA,2022,6,150,732,8.196721311475411
GUARATIBA,2022,4,151,1791,2.233389168062535
BARRA DE GUARATIBA,2022,0,152,83,0.0
PEDRA DE GUARATIBA,2022,1,153,482,2.074688796680498
ROCINHA,2022,0,154,735,0.0
JACAREZINHO,2022,1,155,170,5.88235294117647
COMPLEXO DO ALEMAO,2022,2,156,232,8.620689655172413
COMPLEXO DA MARE,2022,5,157,1033,4.84027105517909
PARQUE COLUMBIA,2022,0,158,20,0.0
VASCO DA GAMA,2022,1,159,19,52.63157894736842
LAPA,2022,0,161,15,0.0
VILA KENNEDY,2022,0,162,44,0.0
BARRA OLIMPICA,2022,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2022,0,998,4,0.0
IGNORADO BAIRRO-MRJ,2022,0,999,71,0.0
,2022,27,,7798,3.462426263144396
SAUDE,2023,1,001,40,25.0
GAMBOA,2023,0,002,125,0.0
SANTO CRISTO,2023,2,003,135,14.814814814814815
CAJU,2023,1,004,329,3.0395136778115504
CENTRO,2023,1,005,200,5.0
CATUMBI,2023,0,006,127,0.0
RIO COMPRIDO,2023,3,007,343,8.746355685131196
CIDADE NOVA,2023,0,008,41,0.0
ESTACIO,2023,1,009,175,5.714285714285714
SAO CRISTOVAO,2023,0,010,312,0.0
MANGUEIRA,2023,2,011,228,8.771929824561402
BENFICA,2023,0,012,408,0.0
PAQUETA,2023,1,013,25,40.0
SANTA TERESA,2023,0,014,313,0.0
FLAMENGO,2023,0,015,268,0.0
GLORIA,2023,0,016,57,0.0
LARANJEIRAS,2023,0,017,257,0.0
CATETE,2023,1,018,169,5.9171597633136095
COSME VELHO,2023,0,019,51,0.0
BOTAFOGO,2023,1,020,534,1.8726591760299625
HUMAITA,2023,0,021,73,0.0
URCA,2023,1,022,42,23.809523809523807
LEME,2023,1,023,90,11.11111111111111
COPACABANA,2023,1,024,866,1.1547344110854503
IPANEMA,2023,0,025,260,0.0
LEBLON,2023,2,026,259,7.722007722007723
LAGOA,2023,0,027,117,0.0
JARDIM BOTANICO,2023,0,028,110,0.0
GAVEA,2023,0,029,165,0.0
VIDIGAL,2023,3,030,191,15.706806282722512
SAO CONRADO,2023,0,031,56,0.0
PRACA DA BANDEIRA,2023,0,032,62,0.0
TIJUCA,2023,2,033,1042,1.9193857965451055
ALTO DA BOA VISTA,2023,1,034,99,10.101010101010102
MARACANA,2023,0,035,143,0.0
VILA ISABEL,2023,1,036,460,2.1739130434782608
ANDARAI,2023,0,037,237,0.0
GRAJAU,2023,0,038,222,0.0
MANGUINHOS,2023,1,039,348,2.8735632183908044
BONSUCESSO,2023,1,040,397,2.5188916876574305
RAMOS,2023,0,041,507,0.0
OLARIA,2023,0,042,403,0.0
PENHA,2023,2,043,651,3.0721966205837172
PENHA CIRCULAR,2023,1,044,399,2.506265664160401
BRAS DE PINA,2023,2,045,390,5.128205128205129
CORDOVIL,2023,3,046,365,8.21917808219178
PARADA DE LUCAS,2023,1,047,273,3.663003663003663
VIGARIO GERAL,2023,0,048,390,0.0
JARDIM AMERICA,2023,1,049,283,3.5335689045936394
HIGIENOPOLIS,2023,1,050,102,9.803921568627452
JACARE,2023,0,051,165,0.0
MARIA DA GRACA,2023,0,052,58,0.0
DEL CASTILHO,2023,0,053,231,0.0
INHAUMA,2023,3,054,573,5.235602094240838
ENGENHO DA RAINHA,2023,0,055,248,0.0
TOMAS COELHO,2023,1,056,230,4.3478260869565215
SAO FRANCISCO XAVIER,2023,0,057,49,0.0
ROCHA,2023,0,058,155,0.0
RIACHUELO,2023,0,059,76,0.0
SAMPAIO,2023,0,060,117,0.0
ENGENHO NOVO,2023,2,061,428,4.672897196261682
LINS DE VASCONCELOS,2023,1,062,332,3.0120481927710845
MEIER,2023,2,063,257,7.782101167315175
TODOS OS SANTOS,2023,0,064,142,0.0
CACHAMBI,2023,1,065,294,3.401360544217687
ENGENHO DE DENTRO,2023,0,066,366,0.0
AGUA SANTA,2023,0,067,54,0.0
ENCANTADO,2023,0,068,93,0.0
PIEDADE,2023,1,069,375,2.6666666666666665
ABOLICAO,2023,0,070,86,0.0
PILARES,2023,2,071,230,8.695652173913043
VILA KOSMOS,2023,0,072,115,0.0
VICENTE DE CARVALHO,2023,0,073,207,0.0
VILA DA PENHA,2023,0,074,134,0.0
VISTA ALEGRE,2023,0,075,75,0.0
IRAJA,2023,1,076,786,1.272264631043257
COLEGIO,2023,2,077,321,6.230529595015576
CAMPINHO,2023,0,078,107,0.0
QUINTINO BOCAIUVA,2023,0,079,219,0.0
CAVALCANTE,2023,1,080,153,6.5359477124183005
ENGENHEIRO LEAL,2023,0,081,70,0.0
CASCADURA,2023,3,082,293,10.238907849829351
MADUREIRA,2023,1,083,383,2.6109660574412534
VAZ LOBO,2023,0,084,155,0.0
TURIACU,2023,2,085,140,14.285714285714285
ROCHA MIRANDA,2023,4,086,358,11.1731843575419
HONORIO GURGEL,2023,0,087,186,0.0
OSWALDO CRUZ,2023,2,088,255,7.8431372549019605
BENTO RIBEIRO,2023,3,089,319,9.404388714733543
MARECHAL HERMES,2023,1,090,419,2.3866348448687353
CACUIA,2023,0,093,90,0.0
PITANGUEIRAS,2023,0,094,97,0.0
PRAIA DA BANDEIRA,2023,0,095,40,0.0
COCOTA,2023,0,096,39,0.0
BANCARIOS,2023,1,097,123,8.130081300813009
FREGUESIA-ILHA,2023,0,098,165,0.0
JARDIM GUANABARA,2023,1,099,176,5.681818181818182
JARDIM CARIOCA,2023,0,100,189,0.0
TAUA,2023,0,101,226,0.0
MONERO,2023,0,102,22,0.0
PORTUGUESA,2023,0,103,152,0.0
GALEAO,2023,1,104,309,3.236245954692557
CIDADE UNIVERSITARIA,2023,0,105,13,0.0
GUADALUPE,2023,2,106,400,5.0
ANCHIETA,2023,1,107,641,1.5600624024960998
PARQUE ANCHIETA,2023,0,108,171,0.0
RICARDO ALBUQUERQUE,2023,0,109,269,0.0
COELHO NETO,2023,0,110,314,0.0
