bairro,ano,obitos_tardios,codigo,nascidos vivos,taxa_obitos_tardios
HONORIO GURGEL,2009,0,087,333,0.0
OSWALDO CRUZ,2009,0,088,368,0.0
BENTO RIBEIRO,2009,0,089,551,0.0
MARECHAL HERMES,2009,0,090,589,0.0
CACUIA,2009,0,093,181,0.0
PITANGUEIRAS,2009,0,094,106,0.0
PRAIA DA BANDEIRA,2009,0,095,62,0.0
COCOTA,2009,1,096,112,8.928571428571429
BANCARIOS,2009,1,097,192,5.208333333333333
FREGUESIA-ILHA,2009,1,098,282,3.5460992907801416
JARDIM GUANABARA,2009,0,099,253,0.0
JARDIM CARIOCA,2009,0,100,388,0.0
TAUA,2009,2,101,279,7.168458781362007
MONERO,2009,0,102,48,0.0
PORTUGUESA,2009,0,103,163,0.0
GALEAO,2009,0,104,340,0.0
CIDADE UNIVERSITARIA,2009,0,105,11,0.0
GUADALUPE,2009,2,106,725,2.758620689655172
ANCHIETA,2009,2,107,994,2.012072434607646
PARQUE ANCHIETA,2009,0,108,217,0.0
RICARDO ALBUQUERQUE,2009,0,109,346,0.0
COELHO NETO,2009,2,110,405,4.938271604938271
ACARI,2009,1,111,597,1.6750418760469012
BARROS FILHO,2009,1,112,201,4.975124378109452
COSTA BARROS,2009,2,113,661,3.0257186081694405
PAVUNA,2009,4,114,1219,3.281378178835111
JACAREPAGUA,2009,4,115,1342,2.9806259314456036
ANIL,2009,0,116,492,0.0
GARDENIA AZUL,2009,1,117,530,1.8867924528301887
CIDADE DE DEUS,2009,1,118,808,1.2376237623762376
CURICICA,2009,5,119,982,5.091649694501019
FREGUESIA-JPA,2009,2,120,832,2.403846153846154
PECHINCHA,2009,1,121,489,2.044989775051125
TAQUARA,2009,2,122,1734,1.1534025374855825
TANQUE,2009,1,123,510,1.9607843137254901
PRACA SECA,2009,1,124,865,1.1560693641618498
VILA VALQUEIRE,2009,0,125,479,0.0
ITANHANGA,2009,2,127,659,3.0349013657056148
BARRA DA TIJUCA,2009,1,128,1679,0.5955926146515784
CAMORIM,2009,0,129,57,0.0
VARGEM PEQUENA,2009,0,130,345,0.0
VARGEM GRANDE,2009,0,131,292,0.0
RECREIO BANDEIRANTES,2009,3,132,1134,2.6455026455026456
DEODORO,2009,0,134,180,0.0
VILA MILITAR,2009,0,135,33,0.0
CAMPO DOS AFONSOS,2009,0,136,8,0.0
JARDIM SULACAP,2009,0,137,208,0.0
MAGALHAES BASTOS,2009,0,138,388,0.0
REALENGO,2009,9,139,2265,3.9735099337748343
PADRE MIGUEL,2009,1,140,980,1.0204081632653061
BANGU,2009,13,141,3217,4.041032017407522
SENADOR CAMARA,2009,3,142,1273,2.356637863315004
SANTISSIMO,2009,3,143,789,3.802281368821293
CAMPO GRANDE,2009,10,144,5428,1.8422991893883567
SENADOR VASCONCELOS,2009,0,145,244,0.0
INHOAIBA,2009,0,146,693,0.0
COSMOS,2009,0,147,752,0.0
PACIENCIA,2009,5,148,1324,3.776435045317221
SANTA CRUZ,2009,10,149,3837,2.6062027625749282
SEPETIBA,2009,0,150,809,0.0
GUARATIBA,2009,4,151,1145,3.493449781659389
BARRA DE GUARATIBA,2009,0,152,94,0.0
PEDRA DE GUARATIBA,2009,1,153,579,1.7271157167530224
ROCINHA,2009,5,154,1221,4.095004095004095
JACAREZINHO,2009,2,155,278,7.194244604316547
COMPLEXO DO ALEMAO,2009,2,156,509,3.929273084479371
COMPLEXO DA MARE,2009,0,157,2050,0.0
PARQUE COLUMBIA,2009,0,158,0,
VASCO DA GAMA,2009,0,159,0,
LAPA,2009,0,161,0,
VILA KENNEDY,2009,0,162,0,
BARRA OLIMPICA,2009,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2009,0,998,84,0.0
IGNORADO BAIRRO-MRJ,2009,0,999,477,0.0
,2009,71,,10346,6.862555577034603
SAUDE,2010,1,001,86,11.627906976744185
GAMBOA,2010,0,002,158,0.0
SANTO CRISTO,2010,0,003,225,0.0
CAJU,2010,1,004,368,2.717391304347826
CENTRO,2010,1,005,461,2.1691973969631237
CATUMBI,2010,0,006,246,0.0
RIO COMPRIDO,2010,3,007,645,4.651162790697675
CIDADE NOVA,2010,1,008,105,9.523809523809526
ESTACIO,2010,1,009,304,3.289473684210526
SAO CRISTOVAO,2010,2,010,731,2.7359781121751023
MANGUEIRA,2010,0,011,302,0.0
BENFICA,2010,0,012,564,0.0
PAQUETA,2010,0,013,35,0.0
SANTA TERESA,2010,0,014,487,0.0
FLAMENGO,2010,0,015,404,0.0
GLORIA,2010,0,016,152,0.0
LARANJEIRAS,2010,0,017,383,0.0
CATETE,2010,0,018,227,0.0
COSME VELHO,2010,0,019,127,0.0
BOTAFOGO,2010,0,020,867,0.0
HUMAITA,2010,0,021,155,0.0
URCA,2010,0,022,78,0.0
LEME,2010,0,023,140,0.0
COPACABANA,2010,2,024,1230,1.6260162601626016
IPANEMA,2010,1,025,347,2.881844380403458
LEBLON,2010,0,026,412,0.0
LAGOA,2010,0,027,185,0.0
JARDIM BOTANICO,2010,0,028,285,0.0
GAVEA,2010,0,029,282,0.0
VIDIGAL,2010,0,030,255,0.0
SAO CONRADO,2010,0,031,138,0.0
PRACA DA BANDEIRA,2010,0,032,137,0.0
TIJUCA,2010,3,033,1594,1.8820577164366374
ALTO DA BOA VISTA,2010,0,034,132,0.0
MARACANA,2010,1,035,224,4.464285714285714
VILA ISABEL,2010,3,036,792,3.787878787878788
ANDARAI,2010,0,037,355,0.0
GRAJAU,2010,0,038,372,0.0
MANGUINHOS,2010,1,039,486,2.05761316872428
BONSUCESSO,2010,3,040,584,5.136986301369863
RAMOS,2010,1,041,903,1.1074197120708749
OLARIA,2010,3,042,608,4.934210526315789
PENHA,2010,2,043,1097,1.8231540565177757
PENHA CIRCULAR,2010,2,044,346,5.780346820809248
BRAS DE PINA,2010,2,045,544,3.676470588235294
CORDOVIL,2010,1,046,582,1.7182130584192439
PARADA DE LUCAS,2010,1,047,297,3.3670033670033668
VIGARIO GERAL,2010,0,048,384,0.0
JARDIM AMERICA,2010,0,049,474,0.0
HIGIENOPOLIS,2010,1,050,187,5.347593582887701
JACARE,2010,2,051,394,5.076142131979695
MARIA DA GRACA,2010,0,052,113,0.0
DEL CASTILHO,2010,0,053,240,0.0
INHAUMA,2010,1,054,926,1.0799136069114472
ENGENHO DA RAINHA,2010,0,055,280,0.0
TOMAS COELHO,2010,0,056,275,0.0
SAO FRANCISCO XAVIER,2010,0,057,52,0.0
ROCHA,2010,0,058,98,0.0
RIACHUELO,2010,0,059,125,0.0
SAMPAIO,2010,0,060,126,0.0
ENGENHO NOVO,2010,1,061,673,1.4858841010401187
LINS DE VASCONCELOS,2010,2,062,506,3.952569169960474
MEIER,2010,1,063,585,1.7094017094017093
TODOS OS SANTOS,2010,0,064,158,0.0
CACHAMBI,2010,0,065,380,0.0
ENGENHO DE DENTRO,2010,0,066,538,0.0
AGUA SANTA,2010,0,067,81,0.0
ENCANTADO,2010,1,068,149,6.7114093959731544
PIEDADE,2010,0,069,484,0.0
ABOLICAO,2010,0,070,147,0.0
PILARES,2010,0,071,343,0.0
VILA KOSMOS,2010,0,072,81,0.0
VICENTE DE CARVALHO,2010,1,073,326,3.067484662576687
VILA DA PENHA,2010,3,074,502,5.9760956175298805
VISTA ALEGRE,2010,0,075,199,0.0
IRAJA,2010,2,076,1094,1.8281535648994516
COLEGIO,2010,1,077,410,2.4390243902439024
CAMPINHO,2010,0,078,193,0.0
QUINTINO BOCAIUVA,2010,1,079,337,2.967359050445104
CAVALCANTE,2010,0,080,228,0.0
ENGENHEIRO LEAL,2010,0,081,49,0.0
CASCADURA,2010,2,082,426,4.694835680751174
MADUREIRA,2010,0,083,792,0.0
VAZ LOBO,2010,0,084,249,0.0
TURIACU,2010,0,085,158,0.0
ROCHA MIRANDA,2010,1,086,558,1.7921146953405018
HONORIO GURGEL,2010,3,087,289,10.380622837370241
OSWALDO CRUZ,2010,1,088,346,2.890173410404624
BENTO RIBEIRO,2010,0,089,497,0.0
MARECHAL HERMES,2010,1,090,557,1.7953321364452424
CACUIA,2010,0,093,141,0.0
PITANGUEIRAS,2010,0,094,118,0.0
PRAIA DA BANDEIRA,2010,0,095,51,0.0
COCOTA,2010,0,096,89,0.0
BANCARIOS,2010,1,097,222,4.504504504504505
FREGUESIA-ILHA,2010,0,098,249,0.0
JARDIM GUANABARA,2010,1,099,257,3.8910505836575875
JARDIM CARIOCA,2010,1,100,352,2.840909090909091
TAUA,2010,0,101,294,0.0
MONERO,2010,0,102,47,0.0
PORTUGUESA,2010,0,103,188,0.0
GALEAO,2010,1,104,336,2.976190476190476
CIDADE UNIVERSITARIA,2010,0,105,18,0.0
GUADALUPE,2010,0,106,629,0.0
ANCHIETA,2010,2,107,942,2.1231422505307855
PARQUE ANCHIETA,2010,2,108,188,10.638297872340425
RICARDO ALBUQUERQUE,2010,2,109,358,5.58659217877095
COELHO NETO,2010,1,110,394,2.5380710659898473
ACARI,2010,4,111,502,7.968127490039841
BARROS FILHO,2010,0,112,172,0.0
COSTA BARROS,2010,3,113,678,4.424778761061947
PAVUNA,2010,1,114,1141,0.8764241893076249
JACAREPAGUA,2010,7,115,1838,3.808487486398259
ANIL,2010,1,116,478,2.092050209205021
GARDENIA AZUL,2010,3,117,530,5.660377358490566
CIDADE DE DEUS,2010,5,118,794,6.297229219143577
CURICICA,2010,1,119,872,1.146788990825688
FREGUESIA-JPA,2010,2,120,763,2.6212319790301444
PECHINCHA,2010,0,121,499,0.0
TAQUARA,2010,4,122,1649,2.4257125530624624
TANQUE,2010,1,123,523,1.9120458891013383
PRACA SECA,2010,1,124,815,1.2269938650306749
VILA VALQUEIRE,2010,1,125,430,2.3255813953488373
ITANHANGA,2010,2,127,485,4.123711340206186
BARRA DA TIJUCA,2010,2,128,1618,1.2360939431396785
CAMORIM,2010,0,129,75,0.0
VARGEM PEQUENA,2010,0,130,282,0.0
VARGEM GRANDE,2010,1,131,277,3.6101083032490977
RECREIO BANDEIRANTES,2010,3,132,1133,2.64783759929391
DEODORO,2010,1,134,184,5.434782608695652
VILA MILITAR,2010,0,135,40,0.0
CAMPO DOS AFONSOS,2010,0,136,6,0.0
JARDIM SULACAP,2010,0,137,186,0.0
MAGALHAES BASTOS,2010,1,138,358,2.793296089385475
REALENGO,2010,5,139,2272,2.200704225352113
PADRE MIGUEL,2010,2,140,955,2.0942408376963355
BANGU,2010,8,141,3280,2.4390243902439024
SENADOR CAMARA,2010,4,142,1262,3.1695721077654517
SANTISSIMO,2010,0,143,802,0.0
CAMPO GRANDE,2010,10,144,5107,1.9580967299784608
SENADOR VASCONCELOS,2010,0,145,252,0.0
INHOAIBA,2010,2,146,719,2.7816411682892905
COSMOS,2010,1,147,824,1.2135922330097086
PACIENCIA,2010,3,148,1320,2.2727272727272725
SANTA CRUZ,2010,8,149,3643,2.195992314026901
SEPETIBA,2010,4,150,809,4.944375772558714
GUARATIBA,2010,0,151,1172,0.0
BARRA DE GUARATIBA,2010,0,152,63,0.0
PEDRA DE GUARATIBA,2010,0,153,594,0.0
ROCINHA,2010,2,154,1203,1.6625103906899419
JACAREZINHO,2010,1,155,274,3.6496350364963503
COMPLEXO DO ALEMAO,2010,0,156,283,0.0
COMPLEXO DA MARE,2010,4,157,1780,2.247191011235955
PARQUE COLUMBIA,2010,0,158,0,
VASCO DA GAMA,2010,0,159,0,
LAPA,2010,0,161,0,
VILA KENNEDY,2010,0,162,0,
BARRA OLIMPICA,2010,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2010,0,998,102,0.0
IGNORADO BAIRRO-MRJ,2010,0,999,648,0.0
,2010,67,,8718,7.685248910300527
SAUDE,2011,0,001,66,0.0
GAMBOA,2011,1,002,146,6.8493150684931505
SANTO CRISTO,2011,0,003,244,0.0
CAJU,2011,1,004,439,2.277904328018223
CENTRO,2011,0,005,516,0.0
CATUMBI,2011,1,006,282,3.5460992907801416
RIO COMPRIDO,2011,1,007,634,1.5772870662460567
CIDADE NOVA,2011,0,008,94,0.0
ESTACIO,2011,1,009,311,3.215434083601286
SAO CRISTOVAO,2011,0,010,706,0.0
MANGUEIRA,2011,0,011,353,0.0
BENFICA,2011,3,012,369,8.130081300813009
PAQUETA,2011,0,013,48,0.0
SANTA TERESA,2011,1,014,472,2.1186440677966103
FLAMENGO,2011,3,015,402,7.462686567164179
GLORIA,2011,0,016,146,0.0
LARANJEIRAS,2011,0,017,384,0.0
CATETE,2011,1,018,229,4.366812227074235
COSME VELHO,2011,1,019,92,10.869565217391305
BOTAFOGO,2011,2,020,838,2.3866348448687353
HUMAITA,2011,0,021,153,0.0
URCA,2011,0,022,60,0.0
LEME,2011,0,023,120,0.0
COPACABANA,2011,3,024,1205,2.4896265560165975
IPANEMA,2011,0,025,333,0.0
LEBLON,2011,0,026,382,0.0
LAGOA,2011,0,027,209,0.0
JARDIM BOTANICO,2011,0,028,225,0.0
GAVEA,2011,1,029,243,4.11522633744856
VIDIGAL,2011,1,030,224,4.464285714285714
SAO CONRADO,2011,0,031,107,0.0
PRACA DA BANDEIRA,2011,0,032,95,0.0
TIJUCA,2011,1,033,1650,0.6060606060606061
ALTO DA BOA VISTA,2011,1,034,122,8.196721311475411
MARACANA,2011,0,035,226,0.0
VILA ISABEL,2011,1,036,733,1.364256480218281
ANDARAI,2011,0,037,310,0.0
GRAJAU,2011,0,038,385,0.0
MANGUINHOS,2011,1,039,295,3.389830508474576
BONSUCESSO,2011,1,040,406,2.4630541871921183
RAMOS,2011,1,041,880,1.1363636363636362
OLARIA,2011,1,042,622,1.607717041800643
PENHA,2011,3,043,1116,2.688172043010753
PENHA CIRCULAR,2011,0,044,369,0.0
BRAS DE PINA,2011,0,045,552,0.0
CORDOVIL,2011,4,046,586,6.825938566552901
PARADA DE LUCAS,2011,2,047,287,6.968641114982578
VIGARIO GERAL,2011,0,048,462,0.0
JARDIM AMERICA,2011,1,049,504,1.984126984126984
HIGIENOPOLIS,2011,0,050,182,0.0
JACARE,2011,0,051,486,0.0
MARIA DA GRACA,2011,0,052,71,0.0
DEL CASTILHO,2011,0,053,266,0.0
INHAUMA,2011,5,054,1002,4.990019960079841
ENGENHO DA RAINHA,2011,0,055,297,0.0
TOMAS COELHO,2011,0,056,273,0.0
SAO FRANCISCO XAVIER,2011,1,057,64,15.625
ROCHA,2011,0,058,79,0.0
RIACHUELO,2011,0,059,131,0.0
SAMPAIO,2011,0,060,149,0.0
ENGENHO NOVO,2011,2,061,663,3.0165912518853695
LINS DE VASCONCELOS,2011,0,062,481,0.0
MEIER,2011,0,063,577,0.0
TODOS OS SANTOS,2011,1,064,140,7.142857142857142
CACHAMBI,2011,1,065,360,2.7777777777777777
ENGENHO DE DENTRO,2011,0,066,531,0.0
AGUA SANTA,2011,1,067,83,12.048192771084338
ENCANTADO,2011,0,068,152,0.0
PIEDADE,2011,0,069,528,0.0
ABOLICAO,2011,0,070,144,0.0
PILARES,2011,0,071,325,0.0
VILA KOSMOS,2011,0,072,105,0.0
VICENTE DE CARVALHO,2011,0,073,312,0.0
VILA DA PENHA,2011,0,074,439,0.0
VISTA ALEGRE,2011,0,075,189,0.0
IRAJA,2011,1,076,1191,0.8396305625524769
COLEGIO,2011,0,077,427,0.0
CAMPINHO,2011,0,078,195,0.0
QUINTINO BOCAIUVA,2011,1,079,342,2.923976608187134
CAVALCANTE,2011,0,080,203,0.0
ENGENHEIRO LEAL,2011,0,081,42,0.0
CASCADURA,2011,1,082,430,2.3255813953488373
MADUREIRA,2011,1,083,888,1.1261261261261262
VAZ LOBO,2011,0,084,231,0.0
TURIACU,2011,0,085,194,0.0
ROCHA MIRANDA,2011,2,086,551,3.629764065335753
HONORIO GURGEL,2011,0,087,339,0.0
OSWALDO CRUZ,2011,2,088,313,6.3897763578274756
BENTO RIBEIRO,2011,1,089,534,1.8726591760299625
MARECHAL HERMES,2011,1,090,576,1.736111111111111
CACUIA,2011,0,093,159,0.0
PITANGUEIRAS,2011,1,094,124,8.064516129032258
PRAIA DA BANDEIRA,2011,0,095,66,0.0
COCOTA,2011,0,096,108,0.0
BANCARIOS,2011,0,097,233,0.0
FREGUESIA-ILHA,2011,0,098,349,0.0
JARDIM GUANABARA,2011,0,099,303,0.0
JARDIM CARIOCA,2011,0,100,361,0.0
TAUA,2011,0,101,266,0.0
MONERO,2011,0,102,44,0.0
PORTUGUESA,2011,0,103,187,0.0
GALEAO,2011,0,104,348,0.0
CIDADE UNIVERSITARIA,2011,0,105,24,0.0
GUADALUPE,2011,0,106,673,0.0
ANCHIETA,2011,2,107,1024,1.953125
PARQUE ANCHIETA,2011,0,108,172,0.0
RICARDO ALBUQUERQUE,2011,0,109,351,0.0
COELHO NETO,2011,1,110,401,2.493765586034913
ACARI,2011,1,111,463,2.1598272138228944
BARROS FILHO,2011,0,112,184,0.0
COSTA BARROS,2011,1,113,683,1.4641288433382138
PAVUNA,2011,5,114,1117,4.476275738585497
JACAREPAGUA,2011,3,115,1903,1.576458223857068
ANIL,2011,1,116,491,2.0366598778004072
GARDENIA AZUL,2011,2,117,618,3.236245954692557
CIDADE DE DEUS,2011,2,118,877,2.280501710376283
CURICICA,2011,1,119,837,1.194743130227001
FREGUESIA-JPA,2011,1,120,878,1.1389521640091116
PECHINCHA,2011,0,121,495,0.0
TAQUARA,2011,2,122,1696,1.1792452830188678
TANQUE,2011,1,123,569,1.757469244288225
PRACA SECA,2011,2,124,860,2.3255813953488373
VILA VALQUEIRE,2011,0,125,422,0.0
ITANHANGA,2011,0,127,549,0.0
BARRA DA TIJUCA,2011,4,128,1733,2.308136180034622
CAMORIM,2011,1,129,77,12.987012987012989
VARGEM PEQUENA,2011,0,130,382,0.0
VARGEM GRANDE,2011,0,131,304,0.0
RECREIO BANDEIRANTES,2011,1,132,1318,0.7587253414264037
DEODORO,2011,0,134,159,0.0
VILA MILITAR,2011,0,135,31,0.0
CAMPO DOS AFONSOS,2011,0,136,5,0.0
JARDIM SULACAP,2011,0,137,195,0.0
MAGALHAES BASTOS,2011,2,138,387,5.167958656330749
REALENGO,2011,5,139,2328,2.1477663230240553
PADRE MIGUEL,2011,3,140,1032,2.9069767441860463
BANGU,2011,7,141,3512,1.9931662870159454
SENADOR CAMARA,2011,5,142,1401,3.5688793718772303
SANTISSIMO,2011,2,143,819,2.442002442002442
CAMPO GRANDE,2011,17,144,5195,3.2723772858517806
SENADOR VASCONCELOS,2011,0,145,315,0.0
INHOAIBA,2011,4,146,792,5.050505050505051
COSMOS,2011,1,147,1041,0.9606147934678194
PACIENCIA,2011,4,148,1460,2.73972602739726
SANTA CRUZ,2011,9,149,3622,2.484815019326339
SEPETIBA,2011,1,150,779,1.2836970474967906
GUARATIBA,2011,3,151,1386,2.1645021645021645
BARRA DE GUARATIBA,2011,0,152,72,0.0
PEDRA DE GUARATIBA,2011,2,153,570,3.5087719298245617
ROCINHA,2011,4,154,1224,3.2679738562091503
JACAREZINHO,2011,0,155,240,0.0
COMPLEXO DO ALEMAO,2011,1,156,381,2.6246719160104988
COMPLEXO DA MARE,2011,3,157,2513,1.193792280143255
PARQUE COLUMBIA,2011,0,158,4,0.0
VASCO DA GAMA,2011,0,159,0,
LAPA,2011,0,161,0,
VILA KENNEDY,2011,0,162,0,
BARRA OLIMPICA,2011,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2011,0,998,26,0.0
IGNORADO BAIRRO-MRJ,2011,1,999,387,2.5839793281653747
,2011,65,,0,inf
SAUDE,2012,0,001,56,0.0
GAMBOA,2012,0,002,167,0.0
SANTO CRISTO,2012,0,003,226,0.0
CAJU,2012,1,004,410,2.4390243902439024
CENTRO,2012,0,005,440,0.0
CATUMBI,2012,1,006,259,3.8610038610038613
RIO COMPRIDO,2012,1,007,568,1.7605633802816902
CIDADE NOVA,2012,1,008,81,12.345679012345679
ESTACIO,2012,0,009,247,0.0
SAO CRISTOVAO,2012,0,010,706,0.0
MANGUEIRA,2012,0,011,338,0.0
BENFICA,2012,1,012,425,2.352941176470588
PAQUETA,2012,0,013,32,0.0
SANTA TERESA,2012,3,014,490,6.122448979591836
FLAMENGO,2012,0,015,415,0.0
GLORIA,2012,0,016,140,0.0
LARANJEIRAS,2012,1,017,357,2.8011204481792715
CATETE,2012,1,018,212,4.716981132075471
COSME VELHO,2012,0,019,106,0.0
BOTAFOGO,2012,0,020,796,0.0
HUMAITA,2012,0,021,130,0.0
URCA,2012,0,022,41,0.0
LEME,2012,0,023,115,0.0
COPACABANA,2012,2,024,1188,1.6835016835016834
IPANEMA,2012,0,025,320,0.0
LEBLON,2012,0,026,387,0.0
LAGOA,2012,0,027,185,0.0
JARDIM BOTANICO,2012,0,028,217,0.0
GAVEA,2012,0,029,228,0.0
VIDIGAL,2012,0,030,234,0.0
SAO CONRADO,2012,2,031,114,17.543859649122805
PRACA DA BANDEIRA,2012,0,032,84,0.0
TIJUCA,2012,3,033,1678,1.7878426698450536
ALTO DA BOA VISTA,2012,0,034,108,0.0
MARACANA,2012,0,035,189,0.0
VILA ISABEL,2012,1,036,734,1.3623978201634876
ANDARAI,2012,1,037,341,2.932551319648094
GRAJAU,2012,0,038,369,0.0
MANGUINHOS,2012,3,039,325,9.230769230769232
BONSUCESSO,2012,2,040,489,4.08997955010225
RAMOS,2012,3,041,776,3.865979381443299
OLARIA,2012,2,042,616,3.246753246753247
PENHA,2012,0,043,1072,0.0
PENHA CIRCULAR,2012,0,044,397,0.0
BRAS DE PINA,2012,2,045,551,3.629764065335753
CORDOVIL,2012,0,046,560,0.0
PARADA DE LUCAS,2012,0,047,282,0.0
VIGARIO GERAL,2012,1,048,374,2.6737967914438503
JARDIM AMERICA,2012,0,049,449,0.0
HIGIENOPOLIS,2012,0,050,187,0.0
JACARE,2012,1,051,381,2.6246719160104988
MARIA DA GRACA,2012,0,052,88,0.0
DEL CASTILHO,2012,0,053,308,0.0
INHAUMA,2012,2,054,926,2.1598272138228944
ENGENHO DA RAINHA,2012,0,055,321,0.0
TOMAS COELHO,2012,0,056,268,0.0
SAO FRANCISCO XAVIER,2012,0,057,59,0.0
ROCHA,2012,0,058,73,0.0
RIACHUELO,2012,0,059,142,0.0
SAMPAIO,2012,1,060,152,6.578947368421052
ENGENHO NOVO,2012,0,061,677,0.0
LINS DE VASCONCELOS,2012,0,062,488,0.0
MEIER,2012,2,063,509,3.929273084479371
TODOS OS SANTOS,2012,0,064,171,0.0
CACHAMBI,2012,1,065,378,2.6455026455026456
ENGENHO DE DENTRO,2012,1,066,548,1.8248175182481752
AGUA SANTA,2012,0,067,81,0.0
ENCANTADO,2012,0,068,142,0.0
PIEDADE,2012,2,069,515,3.883495145631068
ABOLICAO,2012,0,070,125,0.0
PILARES,2012,0,071,354,0.0
VILA KOSMOS,2012,0,072,107,0.0
VICENTE DE CARVALHO,2012,1,073,331,3.0211480362537766
VILA DA PENHA,2012,1,074,463,2.1598272138228944
VISTA ALEGRE,2012,0,075,144,0.0
IRAJA,2012,3,076,1172,2.5597269624573378
COLEGIO,2012,1,077,441,2.2675736961451247
CAMPINHO,2012,0,078,210,0.0
QUINTINO BOCAIUVA,2012,2,079,334,5.9880239520958085
CAVALCANTE,2012,0,080,217,0.0
ENGENHEIRO LEAL,2012,0,081,80,0.0
CASCADURA,2012,0,082,435,0.0
MADUREIRA,2012,3,083,890,3.370786516853933
VAZ LOBO,2012,1,084,219,4.5662100456621
TURIACU,2012,0,085,175,0.0
ROCHA MIRANDA,2012,1,086,545,1.834862385321101
HONORIO GURGEL,2012,0,087,306,0.0
OSWALDO CRUZ,2012,2,088,331,6.042296072507553
BENTO RIBEIRO,2012,1,089,541,1.8484288354898337
MARECHAL HERMES,2012,2,090,505,3.9603960396039604
CACUIA,2012,0,093,134,0.0
PITANGUEIRAS,2012,0,094,123,0.0
PRAIA DA BANDEIRA,2012,0,095,50,0.0
COCOTA,2012,0,096,117,0.0
BANCARIOS,2012,0,097,226,0.0
FREGUESIA-ILHA,2012,1,098,273,3.663003663003663
JARDIM GUANABARA,2012,0,099,258,0.0
JARDIM CARIOCA,2012,1,100,364,2.7472527472527473
TAUA,2012,0,101,290,0.0
MONERO,2012,0,102,43,0.0
PORTUGUESA,2012,1,103,244,4.0983606557377055
GALEAO,2012,0,104,373,0.0
CIDADE UNIVERSITARIA,2012,0,105,26,0.0
GUADALUPE,2012,1,106,712,1.4044943820224718
ANCHIETA,2012,5,107,970,5.154639175257732
PARQUE ANCHIETA,2012,0,108,220,0.0
RICARDO ALBUQUERQUE,2012,0,109,337,0.0
COELHO NETO,2012,3,110,409,7.334963325183374
ACARI,2012,2,111,464,4.310344827586206
BARROS FILHO,2012,0,112,168,0.0
COSTA BARROS,2012,3,113,735,4.081632653061225
PAVUNA,2012,5,114,1187,4.212299915754001
JACAREPAGUA,2012,7,115,2334,2.9991431019708656
ANIL,2012,2,116,468,4.273504273504274
GARDENIA AZUL,2012,1,117,609,1.6420361247947455
CIDADE DE DEUS,2012,5,118,843,5.931198102016607
CURICICA,2012,2,119,956,2.092050209205021
FREGUESIA-JPA,2012,0,120,760,0.0
PECHINCHA,2012,1,121,526,1.9011406844106464
TAQUARA,2012,6,122,1626,3.6900369003690034
TANQUE,2012,0,123,595,0.0
PRACA SECA,2012,1,124,826,1.2106537530266344
VILA VALQUEIRE,2012,0,125,439,0.0
ITANHANGA,2012,0,127,565,0.0
BARRA DA TIJUCA,2012,2,128,1756,1.1389521640091116
CAMORIM,2012,0,129,72,0.0
VARGEM PEQUENA,2012,0,130,348,0.0
VARGEM GRANDE,2012,0,131,305,0.0
RECREIO BANDEIRANTES,2012,0,132,1343,0.0
DEODORO,2012,1,134,195,5.128205128205129
VILA MILITAR,2012,0,135,57,0.0
CAMPO DOS AFONSOS,2012,0,136,22,0.0
JARDIM SULACAP,2012,0,137,194,0.0
MAGALHAES BASTOS,2012,1,138,356,2.8089887640449436
REALENGO,2012,12,139,2333,5.143591941705958
PADRE MIGUEL,2012,4,140,960,4.166666666666667
BANGU,2012,16,141,3489,4.585841215247922
SENADOR CAMARA,2012,9,142,1414,6.364922206506365
SANTISSIMO,2012,1,143,826,1.2106537530266344
CAMPO GRANDE,2012,7,144,5339,1.311106948866829
SENADOR VASCONCELOS,2012,0,145,318,0.0
INHOAIBA,2012,1,146,809,1.2360939431396785
COSMOS,2012,4,147,988,4.048582995951417
PACIENCIA,2012,4,148,1513,2.643754130865829
SANTA CRUZ,2012,13,149,3927,3.3104150751209573
SEPETIBA,2012,1,150,825,1.2121212121212122
GUARATIBA,2012,7,151,1524,4.593175853018373
BARRA DE GUARATIBA,2012,0,152,81,0.0
PEDRA DE GUARATIBA,2012,1,153,607,1.6474464579901154
ROCINHA,2012,0,154,1220,0.0
JACAREZINHO,2012,2,155,263,7.604562737642586
COMPLEXO DO ALEMAO,2012,2,156,422,4.739336492890995
COMPLEXO DA MARE,2012,3,157,2449,1.2249897917517354
PARQUE COLUMBIA,2012,0,158,0,
VASCO DA GAMA,2012,0,159,1,0.0
LAPA,2012,0,161,0,
VILA KENNEDY,2012,0,162,0,
BARRA OLIMPICA,2012,0,165,0,
ILHA DO GOVERNADOR - IGNORADO,2012,0,998,80,0.0
IGNORADO BAIRRO-MRJ,2012,0,999,279,0.0
,2012,89,,0,inf
SAUDE,2013,0,001,58,0.0
GAMBOA,2013,0,002,182,0.0
SANTO CRISTO,2013,0,003,196,0.0
CAJU,2013,1,004,412,2.4271844660194173
CENTRO,2013,1,005,464,2.155172413793103
CATUMBI,2013,0,006,249,0.0
RIO COMPRIDO,2013,3,007,602,4.983388704318936
CIDADE NOVA,2013,1,008,86,11.627906976744185
ESTACIO,2013,1,009,236,4.237288135593221
SAO CRISTOVAO,2013,0,010,693,0.0
MANGUEIRA,2013,0,011,340,0.0
