bairro,ano,óbitos-puerpério,codigo
VIGARIO GERAL,2019,1,048
JARDIM AMERICA,2019,0,049
HIGIENOPOLIS,2019,0,050
JACARE,2019,0,051
MARIA DA GRACA,2019,0,052
DEL CASTILHO,2019,0,053
INHAUMA,2019,0,054
ENGENHO DA RAINHA,2019,0,055
TOMAS COELHO,2019,0,056
SAO FRANCISCO XAVIER,2019,0,057
ROCHA,2019,0,058
RIACHUELO,2019,0,059
SAMPAIO,2019,0,060
ENGENHO NOVO,2019,0,061
LINS DE VASCONCELOS,2019,1,062
MEIER,2019,0,063
ENGENHO DE DENTRO,2019,0,066
ENCANTADO,2019,0,068
PIEDADE,2019,0,069
PILARES,2019,0,071
VILA KOSMOS,2019,0,072
VICENTE DE CARVALHO,2019,0,073
VILA DA PENHA,2019,0,074
VISTA ALEGRE,2019,0,075
IRAJA,2019,0,076
COLEGIO,2019,0,077
CAMPINHO,2019,0,078
QUINTINO BOCAIUVA,2019,0,079
CAVALCANTE,2019,0,080
ENGENHEIRO LEAL,2019,0,081
CASCADURA,2019,0,082
MADUREIRA,2019,0,083
VAZ LOBO,2019,0,084
TURIACU,2019,1,085
ROCHA MIRANDA,2019,1,086
HONORIO GURGEL,2019,0,087
OSWALDO CRUZ,2019,0,088
BENTO RIBEIRO,2019,1,089
MARECHAL HERMES,2019,1,090
ZUMBI,2019,0,092
CACUIA,2019,0,093
BANCARIOS,2019,0,097
FREGUESIA-ILHA,2019,0,098
JARDIM GUANABARA,2019,0,099
JARDIM CARIOCA,2019,0,100
TAUA,2019,2,101
GUADALUPE,2019,0,106
ANCHIETA,2019,1,107
PARQUE ANCHIETA,2019,1,108
RICARDO ALBUQUERQUE,2019,0,109
COELHO NETO,2019,0,110
ACARI,2019,1,111
BARROS FILHO,2019,1,112
COSTA BARROS,2019,0,113
PAVUNA,2019,1,114
JACAREPAGUA,2019,1,115
ANIL,2019,0,116
GARDENIA AZUL,2019,0,117
CIDADE DE DEUS,2019,1,118
CURICICA,2019,0,119
FREGUESIA-JPA,2019,0,120
PECHINCHA,2019,1,121
TAQUARA,2019,2,122
TANQUE,2019,0,123
PRACA SECA,2019,0,124
VILA VALQUEIRE,2019,1,125
ITANHANGA,2019,2,127
BARRA DA TIJUCA,2019,0,128
VARGEM PEQUENA,2019,0,130
VARGEM GRANDE,2019,0,131
RECREIO BANDEIRANTES,2019,0,132
DEODORO,2019,0,134
VILA MILITAR,2019,1,135
MAGALHAES BASTOS,2019,1,138
REALENGO,2019,3,139
PADRE MIGUEL,2019,0,140
BANGU,2019,1,141
SENADOR CAMARA,2019,0,142
SANTISSIMO,2019,1,143
CAMPO GRANDE,2019,5,144
SENADOR VASCONCELOS,2019,0,145
INHOAIBA,2019,0,146
COSMOS,2019,0,147
PACIENCIA,2019,1,148
SANTA CRUZ,2019,1,149
SEPETIBA,2019,0,150
GUARATIBA,2019,1,151
BARRA DE GUARATIBA,2019,0,152
PEDRA DE GUARATIBA,2019,1,153
ROCINHA,2019,1,154
JACAREZINHO,2019,0,155
COMPLEXO DO ALEMAO,2019,1,156
COMPLEXO DA MARE,2019,2,157
VASCO DA GAMA,2019,0,159
LAPA,2019,1,161
VILA KENNEDY,2019,0,162
IGNORADO BAIRRO-MRJ,2019,1,999
,2019,7,
GAMBOA,2020,0,002
SANTO CRISTO,2020,0,003
CAJU,2020,0,004
CENTRO,2020,0,005
CATUMBI,2020,0,006
RIO COMPRIDO,2020,0,007
CIDADE NOVA,2020,0,008
ESTACIO,2020,0,009
SAO CRISTOVAO,2020,0,010
MANGUEIRA,2020,0,011
BENFICA,2020,0,012
SANTA TERESA,2020,1,014
FLAMENGO,2020,0,015
LARANJEIRAS,2020,0,017
CATETE,2020,0,018
COSME VELHO,2020,0,019
BOTAFOGO,2020,0,020
URCA,2020,0,022
LEME,2020,0,023
COPACABANA,2020,0,024
JARDIM BOTANICO,2020,0,028
GAVEA,2020,0,029
VIDIGAL,2020,0,030
PRACA DA BANDEIRA,2020,0,032
TIJUCA,2020,0,033
ALTO DA BOA VISTA,2020,0,034
MARACANA,2020,0,035
VILA ISABEL,2020,0,036
GRAJAU,2020,0,038
MANGUINHOS,2020,0,039
BONSUCESSO,2020,0,040
RAMOS,2020,0,041
OLARIA,2020,0,042
PENHA,2020,1,043
PENHA CIRCULAR,2020,0,044
BRAS DE PINA,2020,1,045
CORDOVIL,2020,0,046
PARADA DE LUCAS,2020,0,047
VIGARIO GERAL,2020,0,048
JARDIM AMERICA,2020,0,049
HIGIENOPOLIS,2020,0,050
JACARE,2020,0,051
MARIA DA GRACA,2020,0,052
DEL CASTILHO,2020,0,053
INHAUMA,2020,2,054
ENGENHO DA RAINHA,2020,1,055
TOMAS COELHO,2020,1,056
SAO FRANCISCO XAVIER,2020,0,057
ROCHA,2020,1,058
RIACHUELO,2020,1,059
SAMPAIO,2020,0,060
ENGENHO NOVO,2020,0,061
LINS DE VASCONCELOS,2020,1,062
MEIER,2020,0,063
ENGENHO DE DENTRO,2020,0,066
ENCANTADO,2020,0,068
PIEDADE,2020,0,069
PILARES,2020,0,071
VILA KOSMOS,2020,0,072
VICENTE DE CARVALHO,2020,0,073
VILA DA PENHA,2020,0,074
VISTA ALEGRE,2020,1,075
IRAJA,2020,1,076
COLEGIO,2020,1,077
CAMPINHO,2020,0,078
QUINTINO BOCAIUVA,2020,1,079
CAVALCANTE,2020,0,080
ENGENHEIRO LEAL,2020,0,081
CASCADURA,2020,0,082
MADUREIRA,2020,0,083
VAZ LOBO,2020,1,084
TURIACU,2020,0,085
ROCHA MIRANDA,2020,0,086
HONORIO GURGEL,2020,0,087
OSWALDO CRUZ,2020,0,088
BENTO RIBEIRO,2020,0,089
MARECHAL HERMES,2020,0,090
ZUMBI,2020,0,092
CACUIA,2020,0,093
BANCARIOS,2020,0,097
FREGUESIA-ILHA,2020,1,098
JARDIM GUANABARA,2020,0,099
JARDIM CARIOCA,2020,0,100
TAUA,2020,0,101
GUADALUPE,2020,0,106
ANCHIETA,2020,1,107
PARQUE ANCHIETA,2020,0,108
RICARDO ALBUQUERQUE,2020,0,109
COELHO NETO,2020,1,110
ACARI,2020,1,111
BARROS FILHO,2020,1,112
COSTA BARROS,2020,1,113
PAVUNA,2020,0,114
JACAREPAGUA,2020,2,115
ANIL,2020,0,116
GARDENIA AZUL,2020,0,117
CIDADE DE DEUS,2020,2,118
CURICICA,2020,1,119
FREGUESIA-JPA,2020,0,120
PECHINCHA,2020,0,121
TAQUARA,2020,0,122
TANQUE,2020,0,123
PRACA SECA,2020,0,124
VILA VALQUEIRE,2020,0,125
ITANHANGA,2020,1,127
BARRA DA TIJUCA,2020,0,128
VARGEM PEQUENA,2020,1,130
VARGEM GRANDE,2020,2,131
RECREIO BANDEIRANTES,2020,1,132
DEODORO,2020,0,134
VILA MILITAR,2020,0,135
MAGALHAES BASTOS,2020,0,138
REALENGO,2020,2,139
PADRE MIGUEL,2020,1,140
BANGU,2020,6,141
SENADOR CAMARA,2020,0,142
SANTISSIMO,2020,0,143
CAMPO GRANDE,2020,2,144
SENADOR VASCONCELOS,2020,2,145
INHOAIBA,2020,3,146
COSMOS,2020,1,147
PACIENCIA,2020,2,148
SANTA CRUZ,2020,5,149
SEPETIBA,2020,1,150
GUARATIBA,2020,1,151
BARRA DE GUARATIBA,2020,0,152
PEDRA DE GUARATIBA,2020,0,153
ROCINHA,2020,0,154
JACAREZINHO,2020,1,155
COMPLEXO DO ALEMAO,2020,1,156
COMPLEXO DA MARE,2020,3,157
VASCO DA GAMA,2020,0,159
LAPA,2020,1,161
VILA KENNEDY,2020,0,162
IGNORADO BAIRRO-MRJ,2020,0,999
,2020,11,
GAMBOA,2021,0,002
SANTO CRISTO,2021,0,003
CAJU,2021,0,004
CENTRO,2021,0,005
CATUMBI,2021,1,006
RIO COMPRIDO,2021,1,007
CIDADE NOVA,2021,0,008
ESTACIO,2021,1,009
SAO CRISTOVAO,2021,0,010
MANGUEIRA,2021,1,011
BENFICA,2021,0,012
SANTA TERESA,2021,0,014
FLAMENGO,2021,0,015
LARANJEIRAS,2021,0,017
CATETE,2021,0,018
COSME VELHO,2021,0,019
BOTAFOGO,2021,0,020
URCA,2021,0,022
LEME,2021,0,023
COPACABANA,2021,1,024
JARDIM BOTANICO,2021,0,028
GAVEA,2021,0,029
VIDIGAL,2021,1,030
PRACA DA BANDEIRA,2021,0,032
TIJUCA,2021,1,033
ALTO DA BOA VISTA,2021,0,034
MARACANA,2021,0,035
VILA ISABEL,2021,1,036
GRAJAU,2021,1,038
MANGUINHOS,2021,0,039
BONSUCESSO,2021,0,040
RAMOS,2021,0,041
OLARIA,2021,0,042
PENHA,2021,0,043
PENHA CIRCULAR,2021,0,044
BRAS DE PINA,2021,0,045
CORDOVIL,2021,0,046
PARADA DE LUCAS,2021,0,047
VIGARIO GERAL,2021,1,048
JARDIM AMERICA,2021,0,049
HIGIENOPOLIS,2021,0,050
JACARE,2021,0,051
MARIA DA GRACA,2021,0,052
DEL CASTILHO,2021,0,053
INHAUMA,2021,2,054
ENGENHO DA RAINHA,2021,1,055
TOMAS COELHO,2021,0,056
SAO FRANCISCO XAVIER,2021,0,057
ROCHA,2021,0,058
RIACHUELO,2021,0,059
SAMPAIO,2021,0,060
ENGENHO NOVO,2021,1,061
LINS DE VASCONCELOS,2021,0,062
MEIER,2021,0,063
ENGENHO DE DENTRO,2021,1,066
ENCANTADO,2021,0,068
PIEDADE,2021,1,069
PILARES,2021,0,071
VILA KOSMOS,2021,0,072
VICENTE DE CARVALHO,2021,1,073
VILA DA PENHA,2021,0,074
VISTA ALEGRE,2021,0,075
IRAJA,2021,2,076
COLEGIO,2021,1,077
CAMPINHO,2021,0,078
QUINTINO BOCAIUVA,2021,0,079
CAVALCANTE,2021,0,080
ENGENHEIRO LEAL,2021,1,081
CASCADURA,2021,0,082
MADUREIRA,2021,1,083
VAZ LOBO,2021,0,084
TURIACU,2021,0,085
ROCHA MIRANDA,2021,0,086
HONORIO GURGEL,2021,1,087
OSWALDO CRUZ,2021,0,088
BENTO RIBEIRO,2021,0,089
MARECHAL HERMES,2021,0,090
ZUMBI,2021,0,092
CACUIA,2021,0,093
BANCARIOS,2021,1,097
FREGUESIA-ILHA,2021,0,098
JARDIM GUANABARA,2021,0,099
JARDIM CARIOCA,2021,0,100
TAUA,2021,0,101
GUADALUPE,2021,0,106
ANCHIETA,2021,1,107
PARQUE ANCHIETA,2021,0,108
RICARDO ALBUQUERQUE,2021,0,109
COELHO NETO,2021,0,110
ACARI,2021,0,111
BARROS FILHO,2021,1,112
COSTA BARROS,2021,0,113
PAVUNA,2021,2,114
JACAREPAGUA,2021,6,115
ANIL,2021,0,116
GARDENIA AZUL,2021,0,117
CIDADE DE DEUS,2021,2,118
CURICICA,2021,2,119
FREGUESIA-JPA,2021,1,120
PECHINCHA,2021,0,121
TAQUARA,2021,0,122
TANQUE,2021,0,123
PRACA SECA,2021,2,124
VILA VALQUEIRE,2021,0,125
ITANHANGA,2021,1,127
BARRA DA TIJUCA,2021,0,128
VARGEM PEQUENA,2021,1,130
VARGEM GRANDE,2021,1,131
RECREIO BANDEIRANTES,2021,0,132
DEODORO,2021,0,134
VILA MILITAR,2021,1,135
MAGALHAES BASTOS,2021,0,138
REALENGO,2021,2,139
PADRE MIGUEL,2021,0,140
BANGU,2021,4,141
SENADOR CAMARA,2021,2,142
SANTISSIMO,2021,1,143
CAMPO GRANDE,2021,6,144
SENADOR VASCONCELOS,2021,0,145
INHOAIBA,2021,1,146
COSMOS,2021,2,147
PACIENCIA,2021,3,148
SANTA CRUZ,2021,6,149
SEPETIBA,2021,2,150
GUARATIBA,2021,2,151
BARRA DE GUARATIBA,2021,0,152
PEDRA DE GUARATIBA,2021,0,153
ROCINHA,2021,0,154
JACAREZINHO,2021,0,155
COMPLEXO DO ALEMAO,2021,0,156
COMPLEXO DA MARE,2021,2,157
VASCO DA GAMA,2021,0,159
LAPA,2021,0,161
VILA KENNEDY,2021,1,162
IGNORADO BAIRRO-MRJ,2021,0,999
,2021,30,
GAMBOA,2022,0,002
SANTO CRISTO,2022,1,003
CAJU,2022,0,004
CENTRO,2022,0,005
CATUMBI,2022,0,006
RIO COMPRIDO,2022,0,007
CIDADE NOVA,2022,0,008
ESTACIO,2022,0,009
SAO CRISTOVAO,2022,0,010
MANGUEIRA,2022,0,011
BENFICA,2022,1,012
SANTA TERESA,2022,0,014
FLAMENGO,2022,1,015
LARANJEIRAS,2022,0,017
CATETE,2022,0,018
COSME VELHO,2022,0,019
BOTAFOGO,2022,0,020
URCA,2022,0,022
LEME,2022,0,023
COPACABANA,2022,0,024
JARDIM BOTANICO,2022,0,028
GAVEA,2022,0,029
VIDIGAL,2022,0,030
PRACA DA BANDEIRA,2022,0,032
TIJUCA,2022,0,033
ALTO DA BOA VISTA,2022,0,034
MARACANA,2022,0,035
VILA ISABEL,2022,0,036
GRAJAU,2022,0,038
MANGUINHOS,2022,0,039
BONSUCESSO,2022,0,040
RAMOS,2022,0,041
OLARIA,2022,1,042
PENHA,2022,0,043
PENHA CIRCULAR,2022,0,044
BRAS DE PINA,2022,0,045
CORDOVIL,2022,0,046
PARADA DE LUCAS,2022,0,047
VIGARIO GERAL,2022,1,048
JARDIM AMERICA,2022,0,049
HIGIENOPOLIS,2022,0,050
JACARE,2022,0,051
MARIA DA GRACA,2022,0,052
DEL CASTILHO,2022,1,053
INHAUMA,2022,1,054
ENGENHO DA RAINHA,2022,0,055
TOMAS COELHO,2022,0,056
SAO FRANCISCO XAVIER,2022,0,057
ROCHA,2022,0,058
RIACHUELO,2022,0,059
SAMPAIO,2022,0,060
ENGENHO NOVO,2022,0,061
LINS DE VASCONCELOS,2022,0,062
MEIER,2022,0,063
ENGENHO DE DENTRO,2022,0,066
ENCANTADO,2022,0,068
PIEDADE,2022,1,069
PILARES,2022,0,071
VILA KOSMOS,2022,0,072
VICENTE DE CARVALHO,2022,0,073
VILA DA PENHA,2022,0,074
VISTA ALEGRE,2022,0,075
IRAJA,2022,0,076
COLEGIO,2022,0,077
CAMPINHO,2022,0,078
QUINTINO BOCAIUVA,2022,0,079
CAVALCANTE,2022,0,080
ENGENHEIRO LEAL,2022,0,081
CASCADURA,2022,1,082
MADUREIRA,2022,0,083
VAZ LOBO,2022,0,084
TURIACU,2022,1,085
ROCHA MIRANDA,2022,0,086
HONORIO GURGEL,2022,0,087
OSWALDO CRUZ,2022,0,088
BENTO RIBEIRO,2022,1,089
MARECHAL HERMES,2022,0,090
ZUMBI,2022,0,092
CACUIA,2022,0,093
BANCARIOS,2022,0,097
FREGUESIA-ILHA,2022,0,098
JARDIM GUANABARA,2022,0,099
JARDIM CARIOCA,2022,0,100
TAUA,2022,0,101
GUADALUPE,2022,1,106
ANCHIETA,2022,0,107
PARQUE ANCHIETA,2022,0,108
RICARDO ALBUQUERQUE,2022,0,109
COELHO NETO,2022,0,110
ACARI,2022,0,111
BARROS FILHO,2022,0,112
COSTA BARROS,2022,0,113
PAVUNA,2022,1,114
JACAREPAGUA,2022,0,115
ANIL,2022,0,116
GARDENIA AZUL,2022,0,117
CIDADE DE DEUS,2022,1,118
CURICICA,2022,1,119
FREGUESIA-JPA,2022,0,120
PECHINCHA,2022,0,121
TAQUARA,2022,0,122
TANQUE,2022,0,123
PRACA SECA,2022,2,124
VILA VALQUEIRE,2022,1,125
ITANHANGA,2022,0,127
BARRA DA TIJUCA,2022,0,128
VARGEM PEQUENA,2022,1,130
VARGEM GRANDE,2022,0,131
RECREIO BANDEIRANTES,2022,1,132
DEODORO,2022,0,134
VILA MILITAR,2022,0,135
MAGALHAES BASTOS,2022,0,138
REALENGO,2022,0,139
PADRE MIGUEL,2022,2,140
BANGU,2022,1,141
SENADOR CAMARA,2022,3,142
SANTISSIMO,2022,0,143
CAMPO GRANDE,2022,5,144
SENADOR VASCONCELOS,2022,0,145
INHOAIBA,2022,0,146
COSMOS,2022,1,147
PACIENCIA,2022,1,148
SANTA CRUZ,2022,1,149
SEPETIBA,2022,0,150
GUARATIBA,2022,1,151
BARRA DE GUARATIBA,2022,0,152
PEDRA DE GUARATIBA,2022,0,153
ROCINHA,2022,1,154
JACAREZINHO,2022,0,155
COMPLEXO DO ALEMAO,2022,0,156
COMPLEXO DA MARE,2022,1,157
VASCO DA GAMA,2022,0,159
LAPA,2022,1,161
VILA KENNEDY,2022,0,162
IGNORADO BAIRRO-MRJ,2022,0,999
,2022,4,
GAMBOA,2023,0,002
SANTO CRISTO,2023,0,003
CAJU,2023,0,004
CENTRO,2023,0,005
CATUMBI,2023,0,006
RIO COMPRIDO,2023,0,007
CIDADE NOVA,2023,0,008
ESTACIO,2023,0,009
SAO CRISTOVAO,2023,0,010
MANGUEIRA,2023,0,011
BENFICA,2023,0,012
SANTA TERESA,2023,0,014
FLAMENGO,2023,0,015
LARANJEIRAS,2023,0,017
CATETE,2023,0,018
COSME VELHO,2023,0,019
BOTAFOGO,2023,1,020
URCA,2023,0,022
LEME,2023,0,023
COPACABANA,2023,0,024
JARDIM BOTANICO,2023,0,028
GAVEA,2023,0,029
VIDIGAL,2023,0,030
PRACA DA BANDEIRA,2023,1,032
TIJUCA,2023,0,033
ALTO DA BOA VISTA,2023,0,034
MARACANA,2023,0,035
VILA ISABEL,2023,0,036
GRAJAU,2023,0,038
MANGUINHOS,2023,0,039
BONSUCESSO,2023,0,040
RAMOS,2023,1,041
OLARIA,2023,0,042
PENHA,2023,0,043
PENHA CIRCULAR,2023,0,044
BRAS DE PINA,2023,1,045
CORDOVIL,2023,0,046
PARADA DE LUCAS,2023,1,047
VIGARIO GERAL,2023,0,048
JARDIM AMERICA,2023,0,049
HIGIENOPOLIS,2023,0,050
JACARE,2023,0,051
MARIA DA GRACA,2023,0,052
DEL CASTILHO,2023,0,053
INHAUMA,2023,1,054
ENGENHO DA RAINHA,2023,0,055
TOMAS COELHO,2023,0,056
SAO FRANCISCO XAVIER,2023,0,057
ROCHA,2023,0,058
RIACHUELO,2023,0,059
SAMPAIO,2023,0,060
ENGENHO NOVO,2023,0,061
LINS DE VASCONCELOS,2023,1,062
MEIER,2023,0,063
ENGENHO DE DENTRO,2023,1,066
ENCANTADO,2023,0,068
PIEDADE,2023,0,069
PILARES,2023,0,071
VILA KOSMOS,2023,0,072
VICENTE DE CARVALHO,2023,0,073
VILA DA PENHA,2023,0,074
VISTA ALEGRE,2023,0,075
IRAJA,2023,0,076
COLEGIO,2023,0,077
CAMPINHO,2023,0,078
QUINTINO BOCAIUVA,2023,0,079
CAVALCANTE,2023,0,080
ENGENHEIRO LEAL,2023,0,081
CASCADURA,2023,1,082
MADUREIRA,2023,1,083
VAZ LOBO,2023,0,084
TURIACU,2023,0,085
ROCHA MIRANDA,2023,0,086
HONORIO GURGEL,2023,0,087
OSWALDO CRUZ,2023,0,088
BENTO RIBEIRO,2023,0,089
MARECHAL HERMES,2023,0,090
ZUMBI,2023,0,092
CACUIA,2023,0,093
BANCARIOS,2023,0,097
FREGUESIA-ILHA,2023,0,098
JARDIM GUANABARA,2023,0,099
JARDIM CARIOCA,2023,0,100
TAUA,2023,0,101
GUADALUPE,2023,0,106
ANCHIETA,2023,0,107
PARQUE ANCHIETA,2023,0,108
RICARDO ALBUQUERQUE,2023,0,109
COELHO NETO,2023,1,110
ACARI,2023,0,111
BARROS FILHO,2023,0,112
COSTA BARROS,2023,0,113
PAVUNA,2023,0,114
JACAREPAGUA,2023,0,115
ANIL,2023,0,116
GARDENIA AZUL,2023,1,117
CIDADE DE DEUS,2023,0,118
CURICICA,2023,0,119
FREGUESIA-JPA,2023,0,120
PECHINCHA,2023,1,121
TAQUARA,2023,0,122
TANQUE,2023,0,123
PRACA SECA,2023,1,124
VILA VALQUEIRE,2023,0,125
ITANHANGA,2023,0,127
BARRA DA TIJUCA,2023,0,128
VARGEM PEQUENA,2023,0,130
VARGEM GRANDE,2023,0,131
RECREIO BANDEIRANTES,2023,0,132
DEODORO,2023,0,134
VILA MILITAR,2023,0,135
MAGALHAES BASTOS,2023,3,138
REALENGO,2023,1,139
PADRE MIGUEL,2023,0,140
BANGU,2023,0,141
SENADOR CAMARA,2023,1,142
SANTISSIMO,2023,0,143
CAMPO GRANDE,2023,2,144
SENADOR VASCONCELOS,2023,0,145
INHOAIBA,2023,0,146
COSMOS,2023,0,147
PACIENCIA,2023,1,148
SANTA CRUZ,2023,5,149
SEPETIBA,2023,1,150
GUARATIBA,2023,2,151
BARRA DE GUARATIBA,2023,1,152
PEDRA DE GUARATIBA,2023,0,153
ROCINHA,2023,3,154
JACAREZINHO,2023,1,155
COMPLEXO DO ALEMAO,2023,1,156
COMPLEXO DA MARE,2023,0,157
VASCO DA GAMA,2023,0,159
LAPA,2023,0,161
VILA KENNEDY,2023,0,162
IGNORADO BAIRRO-MRJ,2023,0,999
,2023,4,
GAMBOA,2024,0,002
SANTO CRISTO,2024,0,003
CAJU,2024,0,004
CENTRO,2024,0,005
CATUMBI,2024,1,006
RIO COMPRIDO,2024,0,007
CIDADE NOVA,2024,0,008
ESTACIO,2024,0,009
SAO CRISTOVAO,2024,0,010
MANGUEIRA,2024,0,011
BENFICA,2024,0,012
SANTA TERESA,2024,0,014
FLAMENGO,2024,0,015
LARANJEIRAS,2024,0,017
CATETE,2024,0,018
COSME VELHO,2024,0,019
BOTAFOGO,2024,0,020
URCA,2024,0,022
LEME,2024,0,023
COPACABANA,2024,0,024
JARDIM BOTANICO,2024,0,028
GAVEA,2024,0,029
VIDIGAL,2024,0,030
PRACA DA BANDEIRA,2024,0,032
TIJUCA,2024,0,033
ALTO DA BOA VISTA,2024,0,034
MARACANA,2024,0,035
VILA ISABEL,2024,0,036
GRAJAU,2024,0,038
MANGUINHOS,2024,0,039
BONSUCESSO,2024,0,040
RAMOS,2024,0,041
OLARIA,2024,0,042
PENHA,2024,0,043
PENHA CIRCULAR,2024,0,044
BRAS DE PINA,2024,0,045
CORDOVIL,2024,0,046
PARADA DE LUCAS,2024,0,047
VIGARIO GERAL,2024,1,048
JARDIM AMERICA,2024,0,049
HIGIENOPOLIS,2024,0,050
JACARE,2024,0,051
MARIA DA GRACA,2024,0,052
DEL CASTILHO,2024,0,053
INHAUMA,2024,1,054
ENGENHO DA RAINHA,2024,0,055
TOMAS COELHO,2024,0,056
SAO FRANCISCO XAVIER,2024,0,057
ROCHA,2024,0,058
RIACHUELO,2024,0,059
SAMPAIO,2024,0,060
ENGENHO NOVO,2024,0,061
LINS DE VASCONCELOS,2024,0,062
MEIER,2024,0,063
ENGENHO DE DENTRO,2024,0,066
ENCANTADO,2024,0,068
PIEDADE,2024,0,069
PILARES,2024,1,071
VILA KOSMOS,2024,0,072
VICENTE DE CARVALHO,2024,2,073
VILA DA PENHA,2024,0,074
VISTA ALEGRE,2024,0,075
IRAJA,2024,1,076
COLEGIO,2024,0,077
CAMPINHO,2024,0,078
QUINTINO BOCAIUVA,2024,0,079
CAVALCANTE,2024,0,080
ENGENHEIRO LEAL,2024,0,081
CASCADURA,2024,0,082
MADUREIRA,2024,0,083
VAZ LOBO,2024,0,084
TURIACU,2024,0,085
ROCHA MIRANDA,2024,0,086
HONORIO GURGEL,2024,0,087
OSWALDO CRUZ,2024,0,088
BENTO RIBEIRO,2024,0,089
MARECHAL HERMES,2024,0,090
ZUMBI,2024,0,092
CACUIA,2024,0,093
BANCARIOS,2024,0,097
FREGUESIA-ILHA,2024,0,098
JARDIM GUANABARA,2024,0,099
JARDIM CARIOCA,2024,0,100
TAUA,2024,0,101
GUADALUPE,2024,1,106
ANCHIETA,2024,0,107
PARQUE ANCHIETA,2024,0,108
RICARDO ALBUQUERQUE,2024,0,109
COELHO NETO,2024,0,110
ACARI,2024,1,111
BARROS FILHO,2024,0,112
COSTA BARROS,2024,0,113
PAVUNA,2024,1,114
JACAREPAGUA,2024,2,115
ANIL,2024,0,116
GARDENIA AZUL,2024,0,117
CIDADE DE DEUS,2024,1,118
CURICICA,2024,0,119
FREGUESIA-JPA,2024,2,120
PECHINCHA,2024,0,121
TAQUARA,2024,0,122
TANQUE,2024,0,123
PRACA SECA,2024,1,124
VILA VALQUEIRE,2024,0,125
ITANHANGA,2024,1,127
BARRA DA TIJUCA,2024,0,128
VARGEM PEQUENA,2024,0,130
VARGEM GRANDE,2024,0,131
RECREIO BANDEIRANTES,2024,0,132
DEODORO,2024,0,134
VILA MILITAR,2024,1,135
MAGALHAES BASTOS,2024,0,138
REALENGO,2024,1,139
PADRE MIGUEL,2024,0,140
BANGU,2024,1,141
SENADOR CAMARA,2024,0,142
SANTISSIMO,2024,0,143
CAMPO GRANDE,2024,2,144
SENADOR VASCONCELOS,2024,0,145
INHOAIBA,2024,0,146
COSMOS,2024,0,147
PACIENCIA,2024,1,148
SANTA CRUZ,2024,0,149
SEPETIBA,2024,0,150
GUARATIBA,2024,1,151
BARRA DE GUARATIBA,2024,0,152
PEDRA DE GUARATIBA,2024,0,153
ROCINHA,2024,0,154
JACAREZINHO,2024,0,155
COMPLEXO DO ALEMAO,2024,1,156
COMPLEXO DA MARE,2024,0,157
VASCO DA GAMA,2024,0,159
LAPA,2024,0,161
VILA KENNEDY,2024,0,162
IGNORADO BAIRRO-MRJ,2024,0,999
,2024,8,
GAMBOA,2025,0,002
SANTO CRISTO,2025,0,003
CAJU,2025,0,004
CENTRO,2025,0,005
CATUMBI,2025,0,006
RIO COMPRIDO,2025,0,007
CIDADE NOVA,2025,0,008
ESTACIO,2025,1,009
SAO CRISTOVAO,2025,0,010
MANGUEIRA,2025,1,011
BENFICA,2025,0,012
SANTA TERESA,2025,0,014
FLAMENGO,2025,0,015
LARANJEIRAS,2025,0,017
CATETE,2025,0,018
COSME VELHO,2025,0,019
BOTAFOGO,2025,0,020
URCA,2025,0,022
LEME,2025,0,023
COPACABANA,2025,0,024
JARDIM BOTANICO,2025,0,028
GAVEA,2025,0,029
VIDIGAL,2025,0,030
PRACA DA BANDEIRA,2025,0,032
TIJUCA,2025,0,033
ALTO DA BOA VISTA,2025,1,034
MARACANA,2025,0,035
VILA ISABEL,2025,0,036
GRAJAU,2025,0,038
MANGUINHOS,2025,1,039
BONSUCESSO,2025,0,040
RAMOS,2025,0,041
OLARIA,2025,0,042
PENHA,2025,0,043
PENHA CIRCULAR,2025,0,044
BRAS DE PINA,2025,0,045
CORDOVIL,2025,0,046
PARADA DE LUCAS,2025,0,047
VIGARIO GERAL,2025,0,048
JARDIM AMERICA,2025,0,049
HIGIENOPOLIS,2025,0,050
JACARE,2025,0,051
MARIA DA GRACA,2025,0,052
DEL CASTILHO,2025,0,053
INHAUMA,2025,0,054
ENGENHO DA RAINHA,2025,0,055
TOMAS COELHO,2025,0,056
SAO FRANCISCO XAVIER,2025,0,057
ROCHA,2025,1,058
RIACHUELO,2025,0,059
SAMPAIO,2025,0,060
ENGENHO NOVO,2025,1,061
LINS DE VASCONCELOS,2025,0,062
MEIER,2025,0,063
ENGENHO DE DENTRO,2025,0,066
ENCANTADO,2025,0,068
PIEDADE,2025,0,069
PILARES,2025,0,071
VILA KOSMOS,2025,0,072
VICENTE DE CARVALHO,2025,0,073
VILA DA PENHA,2025,0,074
VISTA ALEGRE,2025,1,075
IRAJA,2025,1,076
COLEGIO,2025,0,077
CAMPINHO,2025,0,078
QUINTINO BOCAIUVA,2025,0,079
CAVALCANTE,2025,0,080
ENGENHEIRO LEAL,2025,0,081
CASCADURA,2025,0,082
MADUREIRA,2025,0,083
VAZ LOBO,2025,0,084
TURIACU,2025,0,085
ROCHA MIRANDA,2025,0,086
HONORIO GURGEL,2025,0,087
OSWALDO CRUZ,2025,0,088
BENTO RIBEIRO,2025,0,089
MARECHAL HERMES,2025,0,090
ZUMBI,2025,0,092
CACUIA,2025,0,093
