cep,bairro,cidade,logradouro
22211100,Glória,Rio de Janeiro,Ladeira de Nossa Senhora
21535630,Pavuna,Rio de Janeiro,Avenida Canal da Pavuna
21073160,Olaria,Rio de Janeiro,Rua João Rego
20920310,Benfica,Rio de Janeiro,Rua Capitão Félix
21770100,Realengo,Rio de Janeiro,Rua do Governo
23525180,Santa Cruz,Rio de Janeiro,Beco Constança
20760480,Inhaúma,Rio de Janeiro,Rua Mateus Silva
21031160,Ramos,Rio de Janeiro,Rua Felizardo Fortes
23059520,Inhoaíba,Rio de Janeiro,Rua Arapacu
23555135,Santa Cruz,Rio de Janeiro,Rua da Verdade
23013090,Campo Grande,Rio de Janeiro,Caminho do Veloso
21050030,Manguinhos,Rio de Janeiro,Rua Capitão Bragança
20920440,São Cristóvão,Rio de Janeiro,Rua Curuzu
23066380,Cosmos,Rio de Janeiro,Rua Cipotânea
21380007,Piedade,Rio de Janeiro,Avenida Dom Hélder Câmara
21073180,Olaria,Rio de Janeiro,Rua Jorge Gonçalves de Araújo
21740001,Campo dos Afonsos,Rio de Janeiro,Avenida Marechal Fontenelle
20241900,Centro,Rio de Janeiro,Rua Conde Lages
23045700,Campo Grande,Rio de Janeiro,Rua Padre Belizário
22780600,Curicica,Rio de Janeiro,Rua Soldado Bruno Estrifica
23055680,Campo Grande,Rio de Janeiro,Rua Otávio Brandão
21060692,Ramos,Rio de Janeiro,Rua Doutor Alfredo Barcelos
21020370,Penha,Rio de Janeiro,Rua Guaianazes
21021521,Olaria,Rio de Janeiro,Rua Leopoldina Rego
20930380,São Cristóvão,Rio de Janeiro,Rua Bela
22713001,Taquara,Rio de Janeiro,Estrada do Guerengue
25045540,Parque Vitória,Duque de Caxias,Rua Assis Chateaubriand
23042560,Guaratiba,Rio de Janeiro,Avenida Mário Pedrosa
22780792,Curicica,Rio de Janeiro,Rua Aristeu
22755200,Freguesia (Jacarepaguá),Rio de Janeiro,Rua Dom Juvêncio de Brito
21236060,Vista Alegre,Rio de Janeiro,Rua Professor João Massena
20070904,Centro,Rio de Janeiro,Rua Miguel Couto
21520345,Pavuna,Rio de Janeiro,Rua Nova Itarana
20750102,Pilares,Rio de Janeiro,Rua Luís de Simoni
22795045,Recreio dos Bandeirantes,Rio de Janeiro,Rua José Américo de Almeida
21050452,Jacarezinho,Rio de Janeiro,Avenida Dom Hélder Câmara
20780190,Cachambi,Rio de Janeiro,Rua Capitão Resende
20770150,Todos os Santos,Rio de Janeiro,Rua São Brás
21041020,Bonsucesso,Rio de Janeiro,Avenida Paris
21941615,Cidade Universitária,Rio de Janeiro,Rua Paulo Emidio Barbosa
21535260,Parque Colúmbia,Rio de Janeiro,Rua Madre Maria José
22230040,Flamengo,Rio de Janeiro,Rua Fernando Osório
22031020,Copacabana,Rio de Janeiro,Rua Edmundo Lins
22250080,Flamengo,Rio de Janeiro,Rua Senador Euzebio
20251061,Rio Comprido,Rio de Janeiro,Rua Barão de Petrópolis
21630080,Anchieta,Rio de Janeiro,Rua Cardoso de Castro
20750140,Pilares,Rio de Janeiro,Rua Maria Benjamim
21042760,Bonsucesso,Rio de Janeiro,Rua 17 de Fevereiro
22221000,Flamengo,Rio de Janeiro,Rua Silveira Martins
22763197,Freguesia (Jacarepaguá),Rio de Janeiro,Rua Edgard Werneck
21070031,Penha,Rio de Janeiro,Avenida Braz de Pina
21531010,Acari,Rio de Janeiro,Rua Guaiuba
21350080,Cascadura,Rio de Janeiro,Rua Silva Gomes
20725050,Méier,Rio de Janeiro,Rua Joaquim Meier
21031790,Ramos,Rio de Janeiro,Rua André Pinto
21361320,Irajá,Rio de Janeiro,Rua Carolina Amado
21240070,Jardim América,Rio de Janeiro,Rua General Magalhães Barata
21042150,Bonsucesso,Rio de Janeiro,Rua Capitão Carlos
20030020,Centro,Rio de Janeiro,Avenida Presidente Wilson
21031030,Ramos,Rio de Janeiro,Estrada do Engenho da Pedra
21235110,Irajá,Rio de Janeiro,Avenida Monsenhor Félix
21011020,Penha Circular,Rio de Janeiro,Rua da Batata
23520241,Santa Cruz,Rio de Janeiro,Estrada da Pedra
21545020,Rocha Miranda,Rio de Janeiro,Rua Tiaia
20715002,Engenho Novo,Rio de Janeiro,Rua Barão do Bom Retiro
22713169,Taquara,Rio de Janeiro,Estrada do Outeiro Santo
24722200,Santa Luzia,São Gonçalo,Rua Zilda Silvares
23017325,Campo Grande,Rio de Janeiro,Estrada do Lameirão Pequeno
21011190,Brás de Pina,Rio de Janeiro,Rua Lombardia
22280030,Botafogo,Rio de Janeiro,Rua Dezenove de Fevereiro
20735130,Méier,Rio de Janeiro,Rua Medina
21381030,Piedade,Rio de Janeiro,Rua Quaraim
20960050,Rocha,Rio de Janeiro,Rua Aluísio Azevedo
22775043,Barra Olímpica,Rio de Janeiro,Rua Luis Sergio Person
21215300,Brás de Pina,Rio de Janeiro,Rua Idume
21760040,Realengo,Rio de Janeiro,Rua Duarte Vasqueanes
23081290,Campo Grande,Rio de Janeiro,Rua José Miguel Vilela
20030002,Centro,Rio de Janeiro,Avenida Graça Aranha
22790702,Recreio dos Bandeirantes,Rio de Janeiro,Avenida das Américas
20950370,Engenho Novo,Rio de Janeiro,Rua Conselheiro Jobim
22795080,Recreio dos Bandeirantes,Rio de Janeiro,Rua Presidente Nereu Ramos
22790530,Recreio dos Bandeirantes,Rio de Janeiro,Rua São Francisco de Assis
21021000,Penha,Rio de Janeiro,Rua Afonso Ribeiro
23010002,Senador Vasconcelos,Rio de Janeiro,Avenida de Santa Cruz
21630240,Anchieta,Rio de Janeiro,Rua Leopoldina Borges
21941150,Jardim Guanabara,Rio de Janeiro,Rua Juraci Camargo
20750030,Abolição,Rio de Janeiro,Rua Basílio da Gama
20551031,Vila Isabel,Rio de Janeiro,Boulevard Vinte e Oito de Setembro
22440050,Leblon,Rio de Janeiro,Rua Aristides Espinola
22070001,Copacabana,Rio de Janeiro,Avenida Atlântica
22631390,Barra da Tijuca,Rio de Janeiro,Rua Ipanema
22793318,Barra da Tijuca,Rio de Janeiro,Rua Mário Albuquerque
20091902,Centro,Rio de Janeiro,Rua da Quitanda
23045190,Campo Grande,Rio de Janeiro,Estrada da Cambota
24445795,Estrela do Norte,São Gonçalo,Avenida Presidente Kennedy
21910004,Cocotá,Rio de Janeiro,Avenida Paranapuam
21360000,Madureira,Rio de Janeiro,Rua Conselheiro Galvão
20061012,Centro,Rio de Janeiro,Rua Senhor dos Passos
22611250,Barra da Tijuca,Rio de Janeiro,Avenida Vítor Konder
22470220,Lagoa,Rio de Janeiro,Avenida Alexandre Ferreira
21031520,Olaria,Rio de Janeiro,Rua Alcameia
22460000,Jardim Botânico,Rio de Janeiro,Rua Jardim Botânico
21044242,Ramos,Rio de Janeiro,Rua Sargento Silva Nunes
21230355,Vista Alegre,Rio de Janeiro,Estrada da Água Grande
22610001,São Conrado,Rio de Janeiro,Estrada da Gávea
22230090,Botafogo,Rio de Janeiro,Rua Clarice Índio do Brasil
23059700,Inhoaíba,Rio de Janeiro,Rua Engenheiro Israel Vieira Ferreira
21021010,Olaria,Rio de Janeiro,Rua Claudionor Jordan
21340360,Oswaldo Cruz,Rio de Janeiro,Rua Cardoso de Melo
22753083,Itanhangá,Rio de Janeiro,Rua João Carlos
22776090,Barra da Tijuca,Rio de Janeiro,Rua Bauhíneas da Península
20970090,Riachuelo,Rio de Janeiro,Rua Carlos Costa
23550170,Santa Cruz,Rio de Janeiro,Beco Aurora
20751000,Pilares,Rio de Janeiro,Avenida Dom Hélder Câmara
23031240,Guaratiba,Rio de Janeiro,Rua Novo Brasil
22795445,Recreio dos Bandeirantes,Rio de Janeiro,Avenida Jarbas de Carvalho
21221360,Vila da Penha,Rio de Janeiro,Rua Professor Artur Thire
20221291,Centro,Rio de Janeiro,Rua Senador Pompeu
21211760,Brás de Pina,Rio de Janeiro,Rua Manuel de Oliveira
23070290,Campo Grande,Rio de Janeiro,Rua do Brejo
22440901,Leblon,Rio de Janeiro,Avenida Ataulfo de Paiva
23087285,Campo Grande,Rio de Janeiro,Estrada do Mendanha
21853032,Bangu,Rio de Janeiro,Estrada do Guandu do Sena
22241160,Cosme Velho,Rio de Janeiro,Rua Smith de Vasconcelos
21040281,Bonsucesso,Rio de Janeiro,Rua da Proclamação
21250610,Parada de Lucas,Rio de Janeiro,Rua Misael de Mendonça
20950006,Rocha,Rio de Janeiro,Avenida Marechal Rondon
21830490,Senador Camará,Rio de Janeiro,Rua Albino Paiva
20540030,Tijuca,Rio de Janeiro,Rua Severino Brandão
23520520,Santa Cruz,Rio de Janeiro,Rua Ibirarema
21050525,Bonsucesso,Rio de Janeiro,Rua Tangará
21362200,Madureira,Rio de Janeiro,Travessa do Sossego
23045560,Campo Grande,Rio de Janeiro,Rua Carauna
23052101,Campo Grande,Rio de Janeiro,Avenida Cesário de Melo
25030160,Vila Centenário,Duque de Caxias,Rua João Ribeiro
21221400,Vila da Penha,Rio de Janeiro,Rua Marco Polo
22763265,Freguesia (Jacarepaguá),Rio de Janeiro,Rua Lysâneas Maciel
23540145,Sepetiba,Rio de Janeiro,Rua Justo de Morais
21545000,Rocha Miranda,Rio de Janeiro,Rua Doutor Luís Bicalho
21011290,Penha Circular,Rio de Janeiro,Rua Enes Filho
20251310,Santa Teresa,Rio de Janeiro,Travessa Agra Filho
22790706,Recreio dos Bandeirantes,Rio de Janeiro,Rua Giuseppe D'elia
23095000,Campo Grande,Rio de Janeiro,Rua Byron
21215520,Penha Circular,Rio de Janeiro,Rua Rosário Fusco
21941480,Galeão,Rio de Janeiro,Estrada das Canárias
23050430,Campo Grande,Rio de Janeiro,Rua Pontes Leme
22770610,Taquara,Rio de Janeiro,Rua João Lópes Braga
21230370,Irajá,Rio de Janeiro,Rua Manuel de Araújo
21331070,Bento Ribeiro,Rio de Janeiro,Rua Marina
22753525,Anil,Rio de Janeiro,Rua Nazaré da Mata
20251060,Rio Comprido,Rio de Janeiro,Rua Barão de Petrópolis
23530410,Sepetiba,Rio de Janeiro,Rua Rio Grande do Sul
23585580,Paciência,Rio de Janeiro,Rua Guerra Junqueiro
25620003,Centro,Petrópolis,Rua do Imperador
21530013,Colégio,Rio de Janeiro,Avenida Pastor Martin Luther King Jr
20755065,Abolição,Rio de Janeiro,Rua Mário Carpenter
21675600,Guadalupe,Rio de Janeiro,Rua Paulicéia
21730010,Realengo,Rio de Janeiro,Rua Coronel Alzir Lima
20550220,Vila Isabel,Rio de Janeiro,Rua Jorge Rudge
22710561,Taquara,Rio de Janeiro,Rua André Rocha
21921610,Jardim Carioca,Rio de Janeiro,Rua Combu
22450250,Vidigal,Rio de Janeiro,Rua Doutor Olinto de Magalhães
23030140,Guaratiba,Rio de Janeiro,Travessa do Cabral
22260140,Botafogo,Rio de Janeiro,Rua Marechal Francisco de Moura
20760130,Inhaúma,Rio de Janeiro,Travessa Canastra
21911550,Freguesia (Ilha do Governador),Rio de Janeiro,Rua Tremembê
21755200,Realengo,Rio de Janeiro,Rua César Ladeira
20771370,Del Castilho,Rio de Janeiro,Rua Rodin
22793820,Barra da Tijuca,Rio de Janeiro,Rua Maurício Lanthos
23045130,Campo Grande,Rio de Janeiro,Rua Uruna
20751060,Piedade,Rio de Janeiro,Rua Adelaide
20211110,Cidade Nova,Rio de Janeiro,Rua Afonso Cavalcanti
23028002,Pedra de Guaratiba,Rio de Janeiro,Avenida Canal Dois
21941095,Jardim Guanabara,Rio de Janeiro,Rua Ney Armando Meziat
23047560,Campo Grande,Rio de Janeiro,Rua Congonhas do Norte
21380003,Cascadura,Rio de Janeiro,Avenida Dom Hélder Câmara
22713320,Jacarepaguá,Rio de Janeiro,Estrada Mapua
20740550,Piedade,Rio de Janeiro,Rua Garcia Vasques
21220050,Vila Kosmos,Rio de Janeiro,Rua Alecrim
20940030,São Cristóvão,Rio de Janeiro,Praça Pedro II
23066107,Paciência,Rio de Janeiro,Estrada do Campinho
20960003,São Francisco Xavier,Rio de Janeiro,Rua Ana Neri
20510360,Andaraí,Rio de Janeiro,Rua Ernesto de Souza
21041140,Bonsucesso,Rio de Janeiro,Rua Olga
22793400,Barra da Tijuca,Rio de Janeiro,Rua Lagoa das Garças
21215060,Penha Circular,Rio de Janeiro,Rua Irapua
20930420,São Cristóvão,Rio de Janeiro,Rua José Clemente
22725031,Taquara,Rio de Janeiro,Estrada do Cafundá
20970007,Jacaré,Rio de Janeiro,Rua Lino Teixeira
26183250,Lote XV,Belford Roxo,Avenida Governador Leonel de Moura Brizola
21520040,Pavuna,Rio de Janeiro,Rua Nova Olinda
20751003,Piedade,Rio de Janeiro,Avenida Dom Hélder Câmara
21070110,Penha,Rio de Janeiro,Rua Leônidas
21330710,Vila Valqueire,Rio de Janeiro,Rua dos Crisântemos
20541120,Andaraí,Rio de Janeiro,Rua Barão de Itaipu
22050001,Copacabana,Rio de Janeiro,Avenida Nossa Senhora de Copacabana
21031410,Olaria,Rio de Janeiro,Rua João Silva
25046230,Nossa Senhora das Graças,Duque de Caxias,Rua Itaituba
22713690,Taquara,Rio de Janeiro,Rua Trinca Ferro
21830370,Senador Camará,Rio de Janeiro,Rua Doutor Roberto Freire
22753375,Anil,Rio de Janeiro,Rua Pinheiro
22775170,Barra Olímpica,Rio de Janeiro,Rua Queiros Júnior
20260230,Tijuca,Rio de Janeiro,Rua Araújo Pena
21221330,Vila da Penha,Rio de Janeiro,Rua da Inspiração
21755010,Realengo,Rio de Janeiro,Rua do Espadarte
22451070,Gávea,Rio de Janeiro,Rua Vice-Governador Rúbens Berardo
21531050,Acari,Rio de Janeiro,Rua Pantoja
22461070,Jardim Botânico,Rio de Janeiro,Rua Oliveira Rocha
22723426,Taquara,Rio de Janeiro,Estrada Meringuava
22715350,Taquara,Rio de Janeiro,Rua Pedra do Conde
21371440,Irajá,Rio de Janeiro,Rua Amandiu
20240200,Centro,Rio de Janeiro,Praça Presidente Aguirre Cerda
21870170,Bangu,Rio de Janeiro,Avenida Ribeiro Dantas
22790420,Recreio dos Bandeirantes,Rio de Janeiro,Rua Venâncio Veloso
21820220,Bangu,Rio de Janeiro,Rua João de Lacerda
20761350,Tomás Coelho,Rio de Janeiro,Rua Pereira Pinto
21215100,Brás de Pina,Rio de Janeiro,Rua Guaporé
22430200,Leblon,Rio de Janeiro,Rua Conde Bernadotte
20560215,Grajaú,Rio de Janeiro,Rua Caruaru
22790170,Recreio dos Bandeirantes,Rio de Janeiro,Rua Coronel João Olintho
21235080,Irajá,Rio de Janeiro,Rua Barão do Serro Largo
21031612,Ramos,Rio de Janeiro,Rua Nossa Senhora das Graças
23036152,Campo Grande,Rio de Janeiro,Rua Chico Moreira
22050031,Copacabana,Rio de Janeiro,Rua Barão de Ipanema
23025210,Pedra de Guaratiba,Rio de Janeiro,Rua Soldado Anelio da Luz
26574520,BNH,Mesquita,Rua Dias Leme
20031143,Centro,Rio de Janeiro,Rua México
20735150,Todos os Santos,Rio de Janeiro,Rua Juruviara
22795443,Recreio dos Bandeirantes,Rio de Janeiro,Rua Edson Sá
23047435,Campo Grande,Rio de Janeiro,Rua Comari
21710410,Realengo,Rio de Janeiro,Rua Campos de Melo
20930470,São Cristóvão,Rio de Janeiro,Rua Mourão do Vale
20780330,Cachambi,Rio de Janeiro,Rua Vaz de Caminha
21511140,Honório Gurgel,Rio de Janeiro,Rua Lebon Regis
21220470,Irajá,Rio de Janeiro,Rua Santo Eduardo
23092450,Campo Grande,Rio de Janeiro,Rua José Alfredo de Marsillac
20270242,Tijuca,Rio de Janeiro,Rua Afonso Pena
21211020,Vila da Penha,Rio de Janeiro,Travessa da Benevolência
20261068,Tijuca,Rio de Janeiro,Rua do Bispo
22621310,Barra da Tijuca,Rio de Janeiro,Avenida Afonso de Taunay
23045110,Campo Grande,Rio de Janeiro,Rua Ituaçu
22713567,Jacarepaguá,Rio de Janeiro,Rua André Rocha
21615310,Deodoro,Rio de Janeiro,Estrada São Pedro de Alcântara
21735662,Realengo,Rio de Janeiro,Rua Marechal Falcão da Frota
21921535,Cocotá,Rio de Janeiro,Rua Mareante
21235570,Irajá,Rio de Janeiro,Rua Jaracatia
21535503,Pavuna,Rio de Janeiro,Rodovia Presidente Dutra
21550555,Bento Ribeiro,Rio de Janeiro,Rua Mário Hermes
21920160,Tauá,Rio de Janeiro,Rua Sena
21061190,Inhaúma,Rio de Janeiro,Rua Aripibui
21040310,Bonsucesso,Rio de Janeiro,Rua Baturité
22411000,Ipanema,Rio de Janeiro,Rua Barão da Torre
20250030,Estácio,Rio de Janeiro,Rua Professor Quintino do Vale
22411020,Ipanema,Rio de Janeiro,Rua Antônio Parreiras
22743450,Freguesia (Jacarepaguá),Rio de Janeiro,Rua Paulo Emílio Gomes
22270900,Botafogo,Rio de Janeiro,Rua Voluntários da Pátria
20930060,Benfica,Rio de Janeiro,Rua Ébano
22723000,Taquara,Rio de Janeiro,Estrada Curumau
24445360,Centro,São Gonçalo,Rua Doutor Nilo Peçanha
21710000,Realengo,Rio de Janeiro,Rua Costa Rubim
21930050,Ribeira,Rio de Janeiro,Praia da Ribeira
23087040,Campo Grande,Rio de Janeiro,Rua Augusto de Azevedo Santos
21853050,Bangu,Rio de Janeiro,Estrada do Quafa
26087260,Austin,Nova Iguaçu,Rua São Martinho
23065300,Paciência,Rio de Janeiro,Rua Solange de Oliveira
21531060,Acari,Rio de Janeiro,Estrada Engenheiro Edgard Soutelo
22790879,Recreio dos Bandeirantes,Rio de Janeiro,Estrada Vereador Alceu de Carvalho
21540499,Rocha Miranda,Rio de Janeiro,Estrada do Barro Vermelho
21941395,Galeão,Rio de Janeiro,Estrada de Maracajá
20240210,Santa Teresa,Rio de Janeiro,Rua Áurea
21620390,Ricardo de Albuquerque,Rio de Janeiro,Rua Japoara
23520210,Santa Cruz,Rio de Janeiro,Rua Aníbal Bruno
21941390,Galeão,Rio de Janeiro,Rua Cinquenta e Dois
21330200,Vila Valqueire,Rio de Janeiro,Rua das Camélias
21031530,Olaria,Rio de Janeiro,Rua Betânia
23013970,Senador Vasconcelos,Rio de Janeiro,Rua Artur Rios
21550220,Oswaldo Cruz,Rio de Janeiro,Rua Frei Bento
20050094,Centro,Rio de Janeiro,Rua Uruguaiana
21021530,Olaria,Rio de Janeiro,Praça Moreira de Barros
23016310,Campo Grande,Rio de Janeiro,Rua Sananduva
21775180,Realengo,Rio de Janeiro,Avenida Francisco Bricio
22031072,Copacabana,Rio de Janeiro,Rua Siqueira Campos
21740310,Jardim Sulacap,Rio de Janeiro,Rua Guachos
21670230,Marechal Hermes,Rio de Janeiro,Rua Soldado José Lópes Filho
20550906,Tijuca,Rio de Janeiro,Rua Almirante Cochrane
20221250,Centro,Rio de Janeiro,Praça Cristiano Otoni
26900000,,Miguel Pereira,
26255155,Centro,Nova Iguaçu,Avenida Abílio Augusto Távora
20715004,Engenho Novo,Rio de Janeiro,Rua Barão do Bom Retiro
20510970,Tijuca,Rio de Janeiro,Rua Uruguai
20250052,Estácio,Rio de Janeiro,Rua São Carlos
22790650,Recreio dos Bandeirantes,Rio de Janeiro,Rua Senador Rui Carneiro
21331400,Bento Ribeiro,Rio de Janeiro,Rua Upiara
21655460,Anchieta,Rio de Janeiro,Rua Jornalista Mário Lisboa
21051380,Inhaúma,Rio de Janeiro,Rua Lagoa Redonda
21941570,Galeão,Rio de Janeiro,Avenida Vinte de Janeiro
21615335,Deodoro,Rio de Janeiro,Avenida Brasil
23088310,Campo Grande,Rio de Janeiro,Rua dos Cisnes
21371250,Vicente de Carvalho,Rio de Janeiro,Rua Luísa de Carvalho
21250410,Parada de Lucas,Rio de Janeiro,Rua Lucas Rodrigues
20230261,Centro,Rio de Janeiro,Rua de Santana
21310290,Cascadura,Rio de Janeiro,Rua Ângelo Dantas
23017320,Campo Grande,Rio de Janeiro,Rua B
25040160,Vila Santo Antônio,Duque de Caxias,Avenida Gomes Freire
23028690,Guaratiba,Rio de Janeiro,Rua Antônio Pires
20720320,Lins de Vasconcelos,Rio de Janeiro,Rua Mário Piragibe
20715370,Engenho Novo,Rio de Janeiro,Rua Dona Francisca
21241130,Vigário Geral,Rio de Janeiro,Rua Jamaica
21381430,Quintino Bocaiúva,Rio de Janeiro,Rua Carolina
21860410,Bangu,Rio de Janeiro,Rua Iris
25070070,Centro,Duque de Caxias,Avenida Duque de Caxias
21241100,Vigário Geral,Rio de Janeiro,Estrada do Vigário Geral
22735140,Tanque,Rio de Janeiro,Rua Alexandre Ramos
21331090,Bento Ribeiro,Rio de Janeiro,Rua James Norton
23093315,Santíssimo,Rio de Janeiro,Rua Marcelo Fromer
20770210,Engenho de Dentro,Rio de Janeiro,Rua Junqueira Freire
22710385,Taquara,Rio de Janeiro,Rua José Perigault
21231070,Irajá,Rio de Janeiro,Rua São Leonardo
20920370,São Cristóvão,Rio de Janeiro,Rua Amazonas
21241270,Vigário Geral,Rio de Janeiro,Rua Oslo
20270050,Maracanã,Rio de Janeiro,Rua Visconde de Cairu
22471002,Lagoa,Rio de Janeiro,Avenida Epitácio Pessoa
21210024,Vila Kosmos,Rio de Janeiro,Avenida Vicente de Carvalho
20270006,Praça da Bandeira,Rio de Janeiro,Rua Mariz e Barros
20020090,Centro,Rio de Janeiro,Praça Ministro Eduardo Espinola
22753706,Anil,Rio de Janeiro,Rua S
23055200,Campo Grande,Rio de Janeiro,Rua Alvorada
22610070,São Conrado,Rio de Janeiro,Avenida Almirante Álvaro Alberto
22775001,Barra da Tijuca,Rio de Janeiro,Avenida Jorge Curi
28924180,Gamboa,Cabo Frio,Rua José Rodrigues Povoas
20551060,Vila Isabel,Rio de Janeiro,Rua Conselheiro Autran
21710510,Magalhães Bastos,Rio de Janeiro,Rua Pinto da Fonseca
22245080,Laranjeiras,Rio de Janeiro,Rua Stefan Zweig
22241370,Cosme Velho,Rio de Janeiro,Estrada do Corcovado
20070010,Centro,Rio de Janeiro,Rua Armando de Sales Oliveira
23013380,Senador Vasconcelos,Rio de Janeiro,Rua Brumadinho
23015210,Campo Grande,Rio de Janeiro,Rua Alto Parnaiba
20231094,Centro,Rio de Janeiro,Rua do Resende
24901025,Centro,Maricá,Rua Aldyr Nazareth de Andrade
21040130,Ramos,Rio de Janeiro,Rua Feliciano de Carvalho
21031840,Ramos,Rio de Janeiro,Rua Irene
21310140,Madureira,Rio de Janeiro,Rua Andrade Pinto
21911255,Freguesia (Ilha do Governador),Rio de Janeiro,Rua Professor Silva Campos
22621210,Barra da Tijuca,Rio de Janeiro,Rua Paulo Assis Ribeiro
21210500,Penha Circular,Rio de Janeiro,Rua Flora Lobo
22753620,Anil,Rio de Janeiro,Rua Aricurana
22725300,Taquara,Rio de Janeiro,Rua Gastão Jacinto Gomes
21910070,Tauá,Rio de Janeiro,Rua Almirante Tamandaré
21735230,Realengo,Rio de Janeiro,Rua Ranulpho Bocayuva Cunha
21760030,Realengo,Rio de Janeiro,Rua Fernandes Gama
23520810,Santa Cruz,Rio de Janeiro,Rua Nagib Assad
26255140,Centro,Nova Iguaçu,Rua Coronel Bernardino de Melo
20766540,Inhaúma,Rio de Janeiro,Rua Malacacheta
21010580,Parada de Lucas,Rio de Janeiro,Praça Juraci Magalhães Júnior
21932510,Portuguesa,Rio de Janeiro,Rua Eduardo Nadruz
27338080,São Luís,Barra Mansa,Rua Prefeito Feres Nader
21655220,Pavuna,Rio de Janeiro,Rua Dores do Turvo
21240340,Jardim América,Rio de Janeiro,Rua Flávio da Silveira
21371550,Colégio,Rio de Janeiro,Rua Gardênia
21625030,Parque Anchieta,Rio de Janeiro,Rua Agenor Pinto Duarte
20940040,Mangueira,Rio de Janeiro,Parque Quinta da Boa Vista
20910120,São Cristóvão,Rio de Janeiro,Rua Paula e Silva
23088170,Campo Grande,Rio de Janeiro,Rua Ponta da Areia
21741040,Jardim Sulacap,Rio de Janeiro,Rua Teófilo Guimarães
20745110,Engenho de Dentro,Rio de Janeiro,Rua Eulina Ribeiro
20531580,Alto da Boa Vista,Rio de Janeiro,Praça Afonso Viseu
24030073,Centro,Niterói,Rua Visconde do Uruguai
21510470,Coelho Neto,Rio de Janeiro,Rua Acegua
22420041,Ipanema,Rio de Janeiro,Rua Prudente de Morais
21670630,Guadalupe,Rio de Janeiro,Rua Isabel Georgina
21941596,Cidade Universitária,Rio de Janeiro,Avenida Pedro Calmon
23535031,Sepetiba,Rio de Janeiro,Rua Aristides Gouveia
26113000,Bom Pastor,Belford Roxo,Avenida Cardoso Martins
21220440,Vila da Penha,Rio de Janeiro,Rua Honório Pimentel
22711314,Curicica,Rio de Janeiro,Rua Ayrton Senna
22773000,Cidade de Deus,Rio de Janeiro,Rua Ananias
20745120,Água Santa,Rio de Janeiro,Rua Padre Armando Nogueira
23075160,Campo Grande,Rio de Janeiro,Rua Soldado Maurício Rodrigues
21645290,Anchieta,Rio de Janeiro,Rua Huron
22251070,Botafogo,Rio de Janeiro,Rua Vicente de Sousa
21655144,Pavuna,Rio de Janeiro,Rua Felismina Maria da Conceição
21940350,Jardim Guanabara,Rio de Janeiro,Rua Dom Emanuel Gomes
22790690,Recreio dos Bandeirantes,Rio de Janeiro,Rua Gilberto Freire
23017210,Campo Grande,Rio de Janeiro,Rua Rodrigues Campelo
22753042,Freguesia (Jacarepaguá),Rio de Janeiro,Rua Engenheiro Iberê Abreu
22450190,Leblon,Rio de Janeiro,Rua Aperana
22461060,Jardim Botânico,Rio de Janeiro,Rua Conde Afonso Celso
22610040,São Conrado,Rio de Janeiro,Rua Golf Club
22441080,Leblon,Rio de Janeiro,Rua Juquiá
24430060,Porto Velho,São Gonçalo,Travessa José Costa
22450150,Leblon,Rio de Janeiro,Rua Engenheiro Cortes Sigaud
22790230,Recreio dos Bandeirantes,Rio de Janeiro,Rua Odilon Martins de Andrade
22271021,Botafogo,Rio de Janeiro,Rua Visconde de Caravelas
20765190,Inhaúma,Rio de Janeiro,Rua Alcides de Oliveira
25561190,Vilar dos Teles,São João de Meriti,Rua Arthur de Oliveira Costa
22765320,Anil,Rio de Janeiro,Rua Soldado Péricles Leal Bezerra
21557010,Marechal Hermes,Rio de Janeiro,Rua Saravata
20541360,Grajaú,Rio de Janeiro,Rua Sabará
20720210,Méier,Rio de Janeiro,Rua Visconde de Taunay
21360810,Madureira,Rio de Janeiro,Rua Mano Décio da Viola
21931360,Jardim Guanabara,Rio de Janeiro,Rua Luís Vahia Monteiro
20950180,Riachuelo,Rio de Janeiro,Rua General Labatut
22733900,Praça Seca,Rio de Janeiro,Rua Cândido Benício
23070580,Campo Grande,Rio de Janeiro,Rua Argoim
20766900,Engenho da Rainha,Rio de Janeiro,Estrada Adhemar Bebiano
25802310,Centro,Três Rios,Praça da Autonomia
20270232,Tijuca,Rio de Janeiro,Rua Doutor Satamini
22793163,Barra da Tijuca,Rio de Janeiro,Rua Sérgio Arouca
22795315,Recreio dos Bandeirantes,Rio de Janeiro,Rua Salvador de Mesquita
20950312,Engenho Novo,Rio de Janeiro,Avenida Marechal Rondon
23090430,Campo Grande,Rio de Janeiro,Rua Barbarela
20211903,Cidade Nova,Rio de Janeiro,Rua Beatriz Larragoiti Lucas
22431070,Leblon,Rio de Janeiro,Rua Jerônimo Monteiro
22760090,Freguesia (Jacarepaguá),Rio de Janeiro,Ladeira da Freguesia
21361360,Irajá,Rio de Janeiro,Rua José Machado
21235615,Vista Alegre,Rio de Janeiro,Avenida São Félix
22631054,Barra da Tijuca,Rio de Janeiro,Avenida Prefeito Dulcídio Cardoso
22743620,Freguesia (Jacarepaguá),Rio de Janeiro,Rua Augusto Cardoso
22745290,Jacarepaguá,Rio de Janeiro,Rua Affonso Vasconcelos Várzea
23050020,Campo Grande,Rio de Janeiro,Rua Rio Pardo
22621242,Barra da Tijuca,Rio de Janeiro,Avenida General Guedes da Fontoura
