Bairro Residencia;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;Total
082 CASCADURA;2;3;2;3;6;1;1;4;1;3;2;3;4;2;2;2;3;1;2;3;50
083 MADUREIRA;9;6;6;7;5;6;5;5;3;3;3;5;3;1;2;5;3;2;7;1;87
084 VAZ LOBO;6;0;1;0;2;1;0;2;3;0;2;2;2;2;2;1;1;1;2;0;30
085 TURIACU;0;0;2;3;2;0;5;1;3;2;1;3;1;3;1;0;0;1;0;0;28
086 ROCHA MIRANDA;2;3;3;7;3;2;4;2;7;6;5;3;3;4;1;1;4;2;1;3;66
087 HONORIO GURGEL;2;1;0;6;2;2;1;1;2;2;2;5;3;5;1;1;4;4;3;3;50
088 OSWALDO CRUZ;4;2;2;4;2;1;0;1;2;2;0;3;2;3;1;0;1;5;3;0;38
089 BENTO RIBEIRO;4;2;7;0;1;3;7;5;4;6;5;3;4;1;3;4;1;0;0;4;64
090 MARECHAL HERMES;0;4;6;3;4;6;4;7;1;3;4;6;4;3;5;2;3;5;1;4;75
091 RIBEIRA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
093 CACUIA;1;0;0;3;0;0;1;0;0;2;0;0;4;2;1;1;3;2;0;0;20
094 PITANGUEIRAS;0;1;0;2;1;0;0;0;0;0;1;0;3;1;2;1;1;0;1;0;14
095 PRAIA DA BANDEIRA;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;4
096 COCOTA;1;1;0;0;0;0;2;0;1;1;0;0;0;1;0;1;0;0;0;0;8
097 BANCARIOS;1;1;1;0;0;1;2;2;1;1;0;1;0;0;2;0;0;1;0;0;14
098 FREGUESIA-ILHA;2;2;1;2;1;1;2;1;1;0;0;0;0;1;1;2;0;0;2;0;19
099 JARDIM GUANABARA;0;1;1;3;1;4;0;0;1;2;0;1;2;1;2;1;2;0;1;0;23
100 JARDIM CARIOCA;2;1;2;1;1;1;3;1;0;1;5;1;1;0;1;0;2;1;1;2;27
101 TAUA;1;1;1;2;0;3;3;1;0;2;3;2;3;4;4;1;0;1;3;0;35
102 MONERO;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3
103 PORTUGUESA;0;2;0;0;1;0;1;2;2;0;0;0;1;1;0;0;0;0;0;2;12
104 GALEAO;0;0;1;3;4;1;1;3;3;3;3;0;3;4;3;1;1;6;1;0;41
105 CIDADE UNIVERSITARIA;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;3
106 GUADALUPE;4;5;9;5;5;0;5;6;4;3;2;3;7;4;2;1;0;1;2;2;70
107 ANCHIETA;3;6;8;7;10;10;14;12;6;6;7;4;7;2;9;3;3;4;5;5;131
108 PARQUE ANCHIETA;2;0;0;2;0;1;0;2;0;5;2;2;0;0;1;1;1;1;1;1;22
109 RICARDO ALBUQUERQUE;3;2;1;3;0;3;3;4;2;1;1;5;4;8;0;1;1;1;1;1;45
110 COELHO NETO;1;1;3;1;0;4;4;0;6;3;2;3;3;3;2;1;4;0;0;0;41
111 ACARI;4;1;7;3;10;2;3;6;7;12;4;5;7;3;0;4;2;4;3;2;89
112 BARROS FILHO;1;0;2;2;1;2;1;1;3;4;2;1;1;2;1;2;1;0;0;1;28
113 COSTA BARROS;1;6;6;7;2;5;6;11;9;9;5;6;2;0;1;6;2;1;2;4;91
114 PAVUNA;12;8;5;7;10;7;4;10;9;14;2;9;10;6;6;10;6;3;3;14;155
115 JACAREPAGUA;20;15;13;15;11;8;18;14;11;15;18;11;21;23;9;11;14;7;14;11;279
116 ANIL;2;3;2;6;1;0;7;1;3;3;1;1;1;1;1;4;1;0;1;5;44
117 GARDENIA AZUL;2;2;5;3;7;6;3;4;4;2;2;2;2;1;3;4;4;4;3;1;64
118 CIDADE DE DEUS;2;4;4;3;8;6;4;2;7;4;5;6;6;1;6;4;4;2;3;2;83
119 CURICICA;1;2;8;5;6;2;9;6;3;1;3;4;3;3;8;2;2;1;0;4;73
120 FREGUESIA-JPA;3;0;2;2;7;4;7;6;4;7;7;3;0;4;1;2;4;4;2;2;71
121 PECHINCHA;2;1;1;1;2;4;1;2;1;0;1;0;1;2;0;2;1;1;1;2;26
122 TAQUARA;11;5;6;9;8;5;7;9;10;12;8;7;7;1;5;9;8;8;5;8;148
123 TANQUE;3;1;2;1;4;2;6;3;2;1;6;2;3;0;3;2;3;0;3;1;48
124 PRACA SECA;3;2;5;12;6;2;4;2;3;7;7;6;5;6;3;5;1;4;4;4;91
125 VILA VALQUEIRE;1;4;6;0;1;0;0;5;2;2;4;1;0;1;2;1;0;1;2;2;35
126 JOA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
127 ITANHANGA;0;4;2;3;5;1;3;5;6;7;8;5;6;9;7;7;6;5;1;4;94
128 BARRA DA TIJUCA;4;7;4;6;4;4;1;7;6;5;2;4;6;4;2;3;1;6;5;4;85
129 CAMORIM;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;6
130 VARGEM PEQUENA;1;1;0;0;2;5;2;3;1;0;3;1;0;2;4;0;2;4;1;4;36
131 VARGEM GRANDE;1;2;0;1;1;2;2;0;1;1;2;0;1;2;2;1;3;3;3;1;29
132 RECREIO BANDEIRANTES;6;5;7;3;2;7;2;2;2;7;4;9;7;3;4;1;6;13;4;3;97
134 DEODORO;2;4;0;1;2;3;5;0;2;3;1;0;1;0;0;0;0;1;1;2;28
135 VILA MILITAR;0;0;0;0;0;0;0;2;0;1;0;1;1;0;1;2;1;0;0;2;11
136 CAMPO DOS AFONSOS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;3
137 JARDIM SULACAP;4;2;0;0;1;4;1;1;1;0;1;0;0;0;0;1;1;0;0;1;18
138 MAGALHAES BASTOS;3;2;1;2;4;3;3;2;1;1;4;1;2;1;1;1;3;0;2;2;39
139 REALENGO;25;17;23;15;14;19;16;25;11;14;14;12;6;11;10;13;6;11;4;5;271
140 PADRE MIGUEL;12;6;6;6;4;6;9;5;3;2;4;6;5;5;0;3;3;2;4;5;96
141 BANGU;33;25;21;33;38;22;31;24;27;17;28;17;18;13;16;16;16;15;8;7;425
142 SENADOR CAMARA;13;6;13;8;11;15;9;14;7;13;5;13;7;7;16;11;4;7;5;2;186
143 SANTISSIMO;7;7;3;7;2;3;4;4;5;6;6;3;6;4;6;2;4;2;4;5;90
144 CAMPO GRANDE;47;41;28;33;39;32;36;23;32;31;32;25;27;29;25;24;22;16;13;16;571
145 SENADOR VASCONCELOS;0;3;2;0;3;2;4;3;0;1;1;6;1;2;9;2;1;0;2;5;47
146 INHOAIBA;2;3;2;6;3;5;3;7;7;5;11;7;1;7;13;5;5;6;4;3;105
147 COSMOS;6;3;9;8;6;5;1;4;12;3;5;9;2;3;9;12;4;6;1;10;118
148 PACIENCIA;13;6;6;12;9;14;9;9;11;12;16;10;9;15;7;12;6;6;10;9;201
149 SANTA CRUZ;14;22;20;29;23;22;34;41;32;39;41;14;30;23;28;27;20;24;20;28;531
150 SEPETIBA;4;4;7;2;3;8;7;3;8;9;11;4;1;4;5;4;2;3;5;2;96
151 GUARATIBA;5;8;14;8;8;10;5;9;10;6;21;12;18;17;14;15;16;7;11;6;220
152 BARRA DE GUARATIBA;1;0;1;0;0;1;0;0;0;0;0;1;2;0;0;0;0;1;0;0;7
153 PEDRA DE GUARATIBA;5;2;2;1;7;4;2;2;2;3;1;2;0;2;1;2;2;0;1;0;41
154 ROCINHA;9;5;9;9;7;10;11;11;10;1;6;4;6;4;3;7;6;6;3;3;130
155 JACAREZINHO;3;6;3;4;1;2;1;3;0;5;1;4;1;2;2;0;0;4;5;3;50
156 COMPLEXO DO ALEMAO;3;0;3;5;1;1;2;7;4;7;12;5;2;3;6;1;9;4;5;0;80
157 COMPLEXO DA MARE;3;9;10;13;7;11;3;9;13;16;21;12;10;10;9;7;12;12;9;6;202
158 PARQUE COLUMBIA;0;0;0;0;0;0;0;0;0;0;3;2;1;0;1;0;0;1;0;0;8
159 VASCO DA GAMA;0;0;0;0;0;0;0;0;0;1;1;3;1;1;1;0;2;1;2;0;13
160 GERICINo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
161 LAPA;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;4
162 VILA KENNEDY;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;3;0;3;3;2;17
164 ILHA DE GUARATIBA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2
165 BARRA OLIMPICA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2
998 ILHA DO GOVERNADOR - IGNORADO;1;4;2;2;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14
999 IGNORADO BAIRRO-MRJ;2;12;0;3;4;1;4;1;2;1;1;2;2;2;1;4;0;3;1;0;46
EM BRANCO;179;167;171;184;162;148;144;115;135;122;121;125;104;103;110;85;75;58;54;61;2423
Total;728;676;661;723;687;635;646;648;622;640;638;576;554;533;522;476;449;419;389;420;11642
